DIM\Power, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 
52, 0.333531, 0.407069, 0.461777, 0.504587, 0.539229, 0.567949, 0.592199, 0.612974, 0.630983, 0.646747, 0.660662, 0.673033, 0.684103, 0.694065, 0.703075, 0.711262, 0.718732, 0.725574, 0.731863, 0.737664, 0.743029, 0.748006, 0.752635, 0.75695, 0.760982, 0.764759, 0.768302, 0.771633, 0.77477, 0.77773, 0.780527, 0.783174, 0.785682, 0.788062, 0.790324, 0.792477, 0.794527, 0.796482, 0.798348, 0.800132, 0.801838, 0.803471, 0.805037, 0.806539, 0.80798, 0.809365, 0.810697, 0.811978, 0.813212, 0.814401, 0.815548, 0.816654, 0.817722, 0.818753, 0.81975, 0.820715, 0.821648, 0.822551, 0.823427, 0.824275, 0.825097, 0.825895, 0.826669, 0.827421, 0.828151, 0.82886, 0.82955, 0.83022, 0.830873, 0.831508, 0.832126, 0.832728, 0.833315, 0.833887, 0.834444, 0.834988, 0.835518, 0.836035, 0.83654, 0.837033, 0.837515, 0.837985, 0.838445, 0.838894, 0.839334, 0.839763, 0.840184, 0.840595, 0.840997, 0.841391, 0.841777, 0.842154, 0.842524, 0.842886, 0.843242, 0.84359, 0.843931, 0.844265, 0.844593, 0.844915, 0.845231, 0.845541, 0.845845, 0.846143, 0.846436, 0.846724, 0.847006, 0.847284, 0.847556, 0.847824, 0.848087, 0.848346, 0.8486, 0.84885, 0.849096, 0.849338, 0.849575, 0.849809, 0.850039, 0.850266, 0.850488, 0.850708, 0.850923, 0.851136, 0.851345, 0.851551, 0.851754, 0.851954, 0.85215, 0.852344, 0.852535, 0.852723, 0.852909, 0.853091, 0.853272, 0.853449, 0.853624, 0.853797, 0.853967, 0.854135, 0.8543, 0.854464, 0.854625, 0.854784, 0.85494, 0.855095, 0.855248, 0.855398, 0.855547, 0.855694, 0.855838, 0.855981, 0.856123, 0.856262, 0.8564, 0.856536, 0.85667, 0.856802, 0.856933, 0.857063, 0.857191, 0.857317, 0.857442, 0.857565, 0.857687, 0.857807, 0.857926, 0.858044, 0.85816, 0.858275, 0.858389, 0.858501, 0.858612, 0.858722, 0.85883, 0.858938, 0.859044, 0.859149, 0.859253, 0.859356, 0.859457, 0.859558, 0.859657, 0.859756, 0.859853, 0.85995, 0.860045, 0.860139, 0.860233, 0.860325, 0.860417, 0.860507, 0.860597, 0.860686, 0.860773, 0.86086, 0.860946, 0.861032, 0.861116, 0.8612, 
53, 0.333527, 0.407106, 0.461844, 0.50468, 0.539348, 0.568093, 0.592369, 0.613171, 0.631207, 0.646998, 0.66094, 0.673338, 0.684435, 0.694422, 0.703457, 0.711667, 0.719161, 0.726025, 0.732336, 0.738157, 0.743542, 0.748537, 0.753184, 0.757516, 0.761565, 0.765356, 0.768915, 0.77226, 0.775411, 0.778384, 0.781193, 0.783852, 0.786371, 0.788763, 0.791035, 0.793198, 0.795257, 0.797222, 0.799097, 0.800889, 0.802604, 0.804245, 0.805818, 0.807328, 0.808776, 0.810168, 0.811507, 0.812795, 0.814035, 0.81523, 0.816382, 0.817494, 0.818567, 0.819604, 0.820607, 0.821576, 0.822514, 0.823422, 0.824302, 0.825155, 0.825981, 0.826783, 0.827562, 0.828317, 0.829051, 0.829764, 0.830458, 0.831132, 0.831788, 0.832426, 0.833048, 0.833653, 0.834243, 0.834818, 0.835378, 0.835925, 0.836458, 0.836978, 0.837486, 0.837982, 0.838466, 0.838939, 0.839401, 0.839853, 0.840295, 0.840727, 0.841149, 0.841563, 0.841967, 0.842363, 0.842751, 0.843131, 0.843503, 0.843867, 0.844224, 0.844574, 0.844917, 0.845254, 0.845583, 0.845907, 0.846224, 0.846536, 0.846842, 0.847142, 0.847436, 0.847726, 0.84801, 0.848289, 0.848563, 0.848832, 0.849097, 0.849357, 0.849613, 0.849864, 0.850111, 0.850354, 0.850593, 0.850829, 0.85106, 0.851287, 0.851512, 0.851732, 0.851949, 0.852163, 0.852373, 0.85258, 0.852784, 0.852985, 0.853183, 0.853378, 0.85357, 0.853759, 0.853945, 0.854129, 0.85431, 0.854489, 0.854665, 0.854839, 0.85501, 0.855179, 0.855345, 0.855509, 0.855671, 0.855831, 0.855989, 0.856144, 0.856298, 0.856449, 0.856599, 0.856746, 0.856892, 0.857036, 0.857178, 0.857318, 0.857456, 0.857593, 0.857728, 0.857861, 0.857993, 0.858123, 0.858252, 0.858379, 0.858504, 0.858628, 0.858751, 0.858872, 0.858992, 0.85911, 0.859227, 0.859342, 0.859457, 0.85957, 0.859681, 0.859792, 0.859901, 0.860009, 0.860116, 0.860221, 0.860326, 0.860429, 0.860532, 0.860633, 0.860733, 0.860832, 0.86093, 0.861027, 0.861123, 0.861217, 0.861311, 0.861404, 0.861496, 0.861587, 0.861678, 0.861767, 0.861855, 0.861943, 0.862029, 0.862115, 0.8622, 0.862284, 
54, 0.333558, 0.407157, 0.461921, 0.504787, 0.539486, 0.568263, 0.592572, 0.613405, 0.631472, 0.647294, 0.661266, 0.673693, 0.684818, 0.694833, 0.703894, 0.71213, 0.719648, 0.726536, 0.732869, 0.738711, 0.744116, 0.749131, 0.753796, 0.758146, 0.762212, 0.76602, 0.769593, 0.772953, 0.776118, 0.779105, 0.781927, 0.784598, 0.787129, 0.789532, 0.791816, 0.793988, 0.796058, 0.798032, 0.799917, 0.801718, 0.803441, 0.805091, 0.806672, 0.808189, 0.809645, 0.811044, 0.81239, 0.813684, 0.814931, 0.816132, 0.817291, 0.818408, 0.819488, 0.82053, 0.821538, 0.822512, 0.823455, 0.824369, 0.825253, 0.82611, 0.826942, 0.827748, 0.82853, 0.82929, 0.830028, 0.830745, 0.831443, 0.832121, 0.83278, 0.833422, 0.834047, 0.834656, 0.835249, 0.835827, 0.836391, 0.83694, 0.837477, 0.838, 0.83851, 0.839009, 0.839496, 0.839972, 0.840437, 0.840891, 0.841335, 0.84177, 0.842195, 0.84261, 0.843017, 0.843416, 0.843806, 0.844188, 0.844562, 0.844928, 0.845287, 0.845639, 0.845984, 0.846323, 0.846654, 0.84698, 0.847299, 0.847613, 0.84792, 0.848222, 0.848518, 0.848809, 0.849095, 0.849375, 0.849651, 0.849922, 0.850188, 0.85045, 0.850707, 0.85096, 0.851209, 0.851453, 0.851694, 0.85193, 0.852163, 0.852392, 0.852617, 0.852839, 0.853057, 0.853272, 0.853484, 0.853692, 0.853897, 0.854099, 0.854298, 0.854494, 0.854688, 0.854878, 0.855065, 0.85525, 0.855433, 0.855612, 0.855789, 0.855964, 0.856136, 0.856306, 0.856473, 0.856638, 0.856801, 0.856962, 0.857121, 0.857277, 0.857432, 0.857584, 0.857734, 0.857883, 0.858029, 0.858174, 0.858317, 0.858458, 0.858597, 0.858735, 0.85887, 0.859005, 0.859137, 0.859268, 0.859397, 0.859525, 0.859651, 0.859776, 0.859899, 0.860021, 0.860141, 0.86026, 0.860378, 0.860494, 0.860609, 0.860723, 0.860835, 0.860946, 0.861056, 0.861165, 0.861272, 0.861379, 0.861484, 0.861588, 0.861691, 0.861792, 0.861893, 0.861993, 0.862091, 0.862189, 0.862285, 0.862381, 0.862475, 0.862569, 0.862661, 0.862753, 0.862844, 0.862933, 0.863022, 0.86311, 0.863197, 0.863284, 0.863369, 0.863454, 
55, 0.333538, 0.407171, 0.461972, 0.504875, 0.539611, 0.568423, 0.592765, 0.613631, 0.63173, 0.647582, 0.661583, 0.67404, 0.685192, 0.695233, 0.70432, 0.712581, 0.720122, 0.727032, 0.733387, 0.739249, 0.744674, 0.749708, 0.754391, 0.758758, 0.76284, 0.766663, 0.770252, 0.773626, 0.776805, 0.779804, 0.782639, 0.785322, 0.787865, 0.790278, 0.792572, 0.794755, 0.796835, 0.798818, 0.800712, 0.802522, 0.804253, 0.805911, 0.8075, 0.809025, 0.810488, 0.811895, 0.813247, 0.814548, 0.815801, 0.817009, 0.818173, 0.819296, 0.820381, 0.821429, 0.822442, 0.823422, 0.82437, 0.825288, 0.826177, 0.827039, 0.827874, 0.828685, 0.829472, 0.830236, 0.830978, 0.831699, 0.8324, 0.833081, 0.833745, 0.83439, 0.835018, 0.835631, 0.836227, 0.836808, 0.837375, 0.837927, 0.838466, 0.838992, 0.839506, 0.840007, 0.840497, 0.840975, 0.841443, 0.8419, 0.842346, 0.842783, 0.84321, 0.843628, 0.844038, 0.844438, 0.84483, 0.845214, 0.845591, 0.845959, 0.84632, 0.846674, 0.847021, 0.847361, 0.847695, 0.848022, 0.848343, 0.848659, 0.848968, 0.849271, 0.849569, 0.849862, 0.850149, 0.850431, 0.850709, 0.850981, 0.851249, 0.851512, 0.851771, 0.852025, 0.852275, 0.852521, 0.852763, 0.853, 0.853235, 0.853465, 0.853691, 0.853914, 0.854134, 0.85435, 0.854563, 0.854772, 0.854979, 0.855182, 0.855382, 0.855579, 0.855774, 0.855965, 0.856154, 0.85634, 0.856523, 0.856703, 0.856882, 0.857057, 0.85723, 0.857401, 0.85757, 0.857736, 0.857899, 0.858061, 0.858221, 0.858378, 0.858533, 0.858687, 0.858838, 0.858987, 0.859134, 0.85928, 0.859424, 0.859565, 0.859705, 0.859844, 0.85998, 0.860115, 0.860249, 0.86038, 0.86051, 0.860639, 0.860766, 0.860891, 0.861015, 0.861138, 0.861259, 0.861378, 0.861497, 0.861614, 0.861729, 0.861844, 0.861957, 0.862068, 0.862179, 0.862288, 0.862396, 0.862503, 0.862609, 0.862713, 0.862817, 0.862919, 0.86302, 0.863121, 0.86322, 0.863318, 0.863415, 0.863511, 0.863606, 0.8637, 0.863793, 0.863885, 0.863976, 0.864067, 0.864156, 0.864245, 0.864332, 0.864419, 0.864505, 0.86459, 
56, 0.333493, 0.407158, 0.461985, 0.504909, 0.539663, 0.568493, 0.592853, 0.613737, 0.631853, 0.647724, 0.661744, 0.674219, 0.68539, 0.695449, 0.704554, 0.712832, 0.72039, 0.727317, 0.733688, 0.739566, 0.745006, 0.750054, 0.754751, 0.759132, 0.763226, 0.767062, 0.770663, 0.774049, 0.777238, 0.780248, 0.783093, 0.785786, 0.788338, 0.790761, 0.793064, 0.795255, 0.797343, 0.799334, 0.801235, 0.803052, 0.804791, 0.806456, 0.808051, 0.809582, 0.811052, 0.812464, 0.813822, 0.815129, 0.816387, 0.8176, 0.818769, 0.819897, 0.820987, 0.822039, 0.823057, 0.824041, 0.824993, 0.825915, 0.826808, 0.827674, 0.828513, 0.829328, 0.830118, 0.830885, 0.831631, 0.832355, 0.833059, 0.833744, 0.83441, 0.835059, 0.83569, 0.836305, 0.836904, 0.837488, 0.838058, 0.838613, 0.839154, 0.839683, 0.840199, 0.840702, 0.841194, 0.841675, 0.842145, 0.842604, 0.843053, 0.843492, 0.843921, 0.844341, 0.844752, 0.845155, 0.845549, 0.845935, 0.846313, 0.846683, 0.847046, 0.847401, 0.84775, 0.848092, 0.848427, 0.848756, 0.849079, 0.849396, 0.849706, 0.850011, 0.850311, 0.850605, 0.850894, 0.851177, 0.851456, 0.85173, 0.851999, 0.852263, 0.852523, 0.852779, 0.85303, 0.853277, 0.85352, 0.853759, 0.853994, 0.854226, 0.854453, 0.854678, 0.854898, 0.855115, 0.855329, 0.85554, 0.855747, 0.855951, 0.856153, 0.856351, 0.856546, 0.856738, 0.856928, 0.857115, 0.857299, 0.857481, 0.85766, 0.857836, 0.85801, 0.858182, 0.858351, 0.858518, 0.858683, 0.858845, 0.859006, 0.859164, 0.85932, 0.859474, 0.859626, 0.859776, 0.859924, 0.86007, 0.860215, 0.860357, 0.860498, 0.860637, 0.860774, 0.86091, 0.861044, 0.861176, 0.861307, 0.861436, 0.861564, 0.86169, 0.861814, 0.861938, 0.862059, 0.86218, 0.862299, 0.862416, 0.862532, 0.862647, 0.862761, 0.862873, 0.862984, 0.863094, 0.863203, 0.86331, 0.863416, 0.863522, 0.863626, 0.863728, 0.86383, 0.863931, 0.86403, 0.864129, 0.864227, 0.864323, 0.864419, 0.864513, 0.864607, 0.864699, 0.864791, 0.864882, 0.864972, 0.865061, 0.865149, 0.865236, 0.865322, 0.865408, 
57, 0.333496, 0.407185, 0.462027, 0.504964, 0.53973, 0.568573, 0.592948, 0.613848, 0.631982, 0.647871, 0.66191, 0.674404, 0.685594, 0.695672, 0.704794, 0.71309, 0.720665, 0.727608, 0.733995, 0.739888, 0.745343, 0.750405, 0.755115, 0.759509, 0.763616, 0.767464, 0.771075, 0.774472, 0.777672, 0.780693, 0.783547, 0.786249, 0.788811, 0.791242, 0.793554, 0.795753, 0.797848, 0.799847, 0.801756, 0.80358, 0.805325, 0.806996, 0.808598, 0.810135, 0.81161, 0.813028, 0.814392, 0.815704, 0.816967, 0.818185, 0.819359, 0.820493, 0.821587, 0.822644, 0.823665, 0.824654, 0.82561, 0.826536, 0.827433, 0.828303, 0.829146, 0.829963, 0.830757, 0.831528, 0.832277, 0.833004, 0.833712, 0.834399, 0.835069, 0.83572, 0.836354, 0.836972, 0.837574, 0.838161, 0.838732, 0.83929, 0.839834, 0.840365, 0.840883, 0.841389, 0.841884, 0.842367, 0.842838, 0.8433, 0.843751, 0.844192, 0.844623, 0.845045, 0.845458, 0.845862, 0.846258, 0.846646, 0.847026, 0.847398, 0.847763, 0.84812, 0.84847, 0.848814, 0.849151, 0.849481, 0.849805, 0.850123, 0.850436, 0.850742, 0.851043, 0.851338, 0.851629, 0.851914, 0.852194, 0.852469, 0.852739, 0.853005, 0.853266, 0.853523, 0.853775, 0.854024, 0.854268, 0.854508, 0.854744, 0.854977, 0.855206, 0.855431, 0.855653, 0.855871, 0.856086, 0.856297, 0.856506, 0.856711, 0.856913, 0.857112, 0.857309, 0.857502, 0.857693, 0.85788, 0.858065, 0.858248, 0.858428, 0.858605, 0.85878, 0.858953, 0.859123, 0.85929, 0.859456, 0.859619, 0.85978, 0.859939, 0.860096, 0.860251, 0.860404, 0.860555, 0.860703, 0.86085, 0.860996, 0.861139, 0.86128, 0.86142, 0.861558, 0.861694, 0.861829, 0.861962, 0.862093, 0.862223, 0.862351, 0.862478, 0.862603, 0.862727, 0.862849, 0.86297, 0.86309, 0.863208, 0.863325, 0.86344, 0.863554, 0.863667, 0.863779, 0.863889, 0.863999, 0.864106, 0.864213, 0.864319, 0.864423, 0.864527, 0.864629, 0.86473, 0.86483, 0.86493, 0.865028, 0.865125, 0.865221, 0.865316, 0.86541, 0.865503, 0.865595, 0.865686, 0.865777, 0.865866, 0.865955, 0.866042, 0.866129, 0.866215, 
58, 0.333474, 0.407186, 0.462051, 0.505011, 0.539804, 0.568676, 0.59308, 0.61401, 0.632174, 0.648094, 0.662162, 0.674685, 0.685903, 0.696008, 0.705156, 0.713477, 0.721076, 0.728041, 0.734449, 0.740363, 0.745837, 0.750917, 0.755645, 0.760055, 0.764178, 0.768041, 0.771667, 0.775078, 0.778291, 0.781324, 0.78419, 0.786904, 0.789476, 0.791919, 0.79424, 0.796449, 0.798553, 0.800561, 0.802478, 0.80431, 0.806063, 0.807742, 0.809352, 0.810896, 0.812378, 0.813802, 0.815172, 0.816491, 0.81776, 0.818984, 0.820164, 0.821302, 0.822401, 0.823463, 0.82449, 0.825483, 0.826444, 0.827375, 0.828276, 0.82915, 0.829997, 0.830819, 0.831617, 0.832391, 0.833144, 0.833875, 0.834586, 0.835277, 0.83595, 0.836605, 0.837242, 0.837863, 0.838468, 0.839057, 0.839632, 0.840193, 0.84074, 0.841273, 0.841794, 0.842303, 0.8428, 0.843285, 0.843759, 0.844223, 0.844676, 0.845119, 0.845553, 0.845977, 0.846392, 0.846799, 0.847197, 0.847587, 0.847968, 0.848342, 0.848709, 0.849068, 0.84942, 0.849766, 0.850104, 0.850437, 0.850763, 0.851082, 0.851396, 0.851704, 0.852007, 0.852304, 0.852596, 0.852882, 0.853164, 0.85344, 0.853712, 0.853979, 0.854242, 0.8545, 0.854754, 0.855003, 0.855249, 0.85549, 0.855728, 0.855962, 0.856192, 0.856418, 0.856641, 0.856861, 0.857077, 0.85729, 0.857499, 0.857705, 0.857909, 0.858109, 0.858306, 0.858501, 0.858692, 0.858881, 0.859067, 0.859251, 0.859431, 0.85961, 0.859786, 0.859959, 0.86013, 0.860299, 0.860465, 0.860629, 0.860791, 0.860951, 0.861109, 0.861265, 0.861418, 0.86157, 0.86172, 0.861867, 0.862013, 0.862157, 0.8623, 0.86244, 0.862579, 0.862716, 0.862851, 0.862985, 0.863117, 0.863248, 0.863377, 0.863504, 0.86363, 0.863754, 0.863877, 0.863999, 0.864119, 0.864238, 0.864355, 0.864471, 0.864586, 0.8647, 0.864812, 0.864923, 0.865033, 0.865141, 0.865249, 0.865355, 0.86546, 0.865564, 0.865667, 0.865769, 0.865869, 0.865969, 0.866068, 0.866165, 0.866262, 0.866357, 0.866452, 0.866546, 0.866638, 0.86673, 0.866821, 0.866911, 0.867, 0.867088, 0.867175, 0.867262, 
59, 0.333403, 0.407123, 0.461994, 0.504966, 0.539775, 0.568666, 0.593091, 0.614045, 0.632234, 0.648178, 0.662271, 0.674818, 0.68606, 0.696188, 0.705359, 0.7137, 0.72132, 0.728305, 0.734731, 0.740663, 0.746153, 0.75125, 0.755993, 0.760418, 0.764555, 0.768431, 0.77207, 0.775493, 0.778718, 0.781762, 0.784639, 0.787363, 0.789945, 0.792396, 0.794726, 0.796944, 0.799057, 0.801073, 0.802997, 0.804837, 0.806597, 0.808283, 0.809899, 0.811449, 0.812938, 0.814368, 0.815744, 0.817068, 0.818343, 0.819571, 0.820756, 0.8219, 0.823004, 0.82407, 0.825102, 0.826099, 0.827064, 0.827999, 0.828904, 0.829782, 0.830633, 0.831459, 0.83226, 0.833038, 0.833794, 0.834528, 0.835242, 0.835937, 0.836612, 0.83727, 0.83791, 0.838534, 0.839142, 0.839734, 0.840312, 0.840875, 0.841424, 0.84196, 0.842484, 0.842995, 0.843494, 0.843981, 0.844458, 0.844924, 0.845379, 0.845824, 0.84626, 0.846686, 0.847103, 0.847512, 0.847912, 0.848303, 0.848687, 0.849063, 0.849431, 0.849792, 0.850146, 0.850493, 0.850833, 0.851167, 0.851494, 0.851816, 0.852131, 0.85244, 0.852744, 0.853043, 0.853336, 0.853624, 0.853907, 0.854185, 0.854458, 0.854726, 0.85499, 0.855249, 0.855504, 0.855755, 0.856002, 0.856245, 0.856483, 0.856718, 0.85695, 0.857177, 0.857401, 0.857622, 0.857839, 0.858053, 0.858263, 0.85847, 0.858675, 0.858876, 0.859074, 0.859269, 0.859462, 0.859652, 0.859839, 0.860023, 0.860205, 0.860384, 0.860561, 0.860735, 0.860907, 0.861076, 0.861244, 0.861409, 0.861571, 0.861732, 0.861891, 0.862047, 0.862201, 0.862354, 0.862504, 0.862653, 0.862799, 0.862944, 0.863087, 0.863228, 0.863368, 0.863505, 0.863641, 0.863776, 0.863908, 0.86404, 0.864169, 0.864297, 0.864424, 0.864549, 0.864673, 0.864795, 0.864915, 0.865035, 0.865153, 0.86527, 0.865385, 0.865499, 0.865612, 0.865723, 0.865834, 0.865943, 0.866051, 0.866157, 0.866263, 0.866368, 0.866471, 0.866573, 0.866674, 0.866775, 0.866874, 0.866972, 0.867069, 0.867165, 0.86726, 0.867354, 0.867447, 0.867539, 0.867631, 0.867721, 0.86781, 0.867899, 0.867987, 0.868074, 
60, 0.333355, 0.40712, 0.462031, 0.505036, 0.539873, 0.568788, 0.593237, 0.614213, 0.632423, 0.648387, 0.662501, 0.675069, 0.68633, 0.696478, 0.705667, 0.714028, 0.721665, 0.728668, 0.735112, 0.74106, 0.746566, 0.751678, 0.756436, 0.760875, 0.765026, 0.768915, 0.772567, 0.776002, 0.779238, 0.782293, 0.785181, 0.787915, 0.790508, 0.792969, 0.795308, 0.797535, 0.799656, 0.80168, 0.803613, 0.80546, 0.807228, 0.808921, 0.810544, 0.812101, 0.813596, 0.815033, 0.816414, 0.817744, 0.819025, 0.820259, 0.821449, 0.822598, 0.823707, 0.824778, 0.825814, 0.826816, 0.827786, 0.828725, 0.829635, 0.830516, 0.831371, 0.832201, 0.833006, 0.833788, 0.834547, 0.835285, 0.836002, 0.8367, 0.837379, 0.83804, 0.838683, 0.83931, 0.839921, 0.840516, 0.841096, 0.841662, 0.842214, 0.842753, 0.843279, 0.843792, 0.844294, 0.844784, 0.845263, 0.845731, 0.846188, 0.846636, 0.847074, 0.847502, 0.847921, 0.848332, 0.848733, 0.849127, 0.849512, 0.84989, 0.85026, 0.850623, 0.850979, 0.851327, 0.851669, 0.852005, 0.852334, 0.852657, 0.852974, 0.853285, 0.85359, 0.85389, 0.854185, 0.854474, 0.854758, 0.855038, 0.855312, 0.855582, 0.855847, 0.856108, 0.856364, 0.856616, 0.856864, 0.857108, 0.857348, 0.857584, 0.857817, 0.858045, 0.85827, 0.858492, 0.85871, 0.858925, 0.859137, 0.859345, 0.85955, 0.859753, 0.859952, 0.860148, 0.860342, 0.860533, 0.860721, 0.860906, 0.861088, 0.861269, 0.861446, 0.861621, 0.861794, 0.861965, 0.862133, 0.862298, 0.862462, 0.862623, 0.862783, 0.86294, 0.863095, 0.863248, 0.8634, 0.863549, 0.863696, 0.863842, 0.863985, 0.864127, 0.864267, 0.864406, 0.864543, 0.864678, 0.864811, 0.864943, 0.865073, 0.865202, 0.865329, 0.865455, 0.865579, 0.865702, 0.865823, 0.865943, 0.866062, 0.866179, 0.866295, 0.86641, 0.866523, 0.866635, 0.866746, 0.866856, 0.866964, 0.867072, 0.867178, 0.867283, 0.867387, 0.867489, 0.867591, 0.867692, 0.867791, 0.86789, 0.867988, 0.868084, 0.86818, 0.868274, 0.868368, 0.868461, 0.868552, 0.868643, 0.868733, 0.868822, 0.86891, 0.868998, 
61, 0.333347, 0.407128, 0.462062, 0.50509, 0.53995, 0.568888, 0.593359, 0.614356, 0.632587, 0.648573, 0.662706, 0.675293, 0.686573, 0.696738, 0.705946, 0.714323, 0.721976, 0.728994, 0.735452, 0.741414, 0.746933, 0.752058, 0.756828, 0.761279, 0.76544, 0.76934, 0.773002, 0.776446, 0.779692, 0.782756, 0.785652, 0.788395, 0.790995, 0.793463, 0.79581, 0.798044, 0.800172, 0.802202, 0.804141, 0.805995, 0.807768, 0.809467, 0.811095, 0.812657, 0.814158, 0.815599, 0.816986, 0.81832, 0.819605, 0.820844, 0.822038, 0.823191, 0.824304, 0.825379, 0.826419, 0.827425, 0.828398, 0.82934, 0.830253, 0.831138, 0.831996, 0.832829, 0.833637, 0.834422, 0.835184, 0.835925, 0.836645, 0.837345, 0.838027, 0.83869, 0.839336, 0.839965, 0.840578, 0.841176, 0.841758, 0.842326, 0.84288, 0.843421, 0.843949, 0.844465, 0.844968, 0.84546, 0.845941, 0.846411, 0.84687, 0.84732, 0.847759, 0.848189, 0.84861, 0.849022, 0.849426, 0.849821, 0.850208, 0.850587, 0.850959, 0.851323, 0.85168, 0.85203, 0.852374, 0.85271, 0.853041, 0.853365, 0.853683, 0.853996, 0.854303, 0.854604, 0.854899, 0.85519, 0.855475, 0.855756, 0.856032, 0.856302, 0.856569, 0.85683, 0.857088, 0.857341, 0.85759, 0.857835, 0.858076, 0.858313, 0.858547, 0.858776, 0.859002, 0.859225, 0.859444, 0.85966, 0.859872, 0.860082, 0.860288, 0.860491, 0.860691, 0.860888, 0.861082, 0.861274, 0.861463, 0.861649, 0.861832, 0.862013, 0.862192, 0.862367, 0.862541, 0.862712, 0.862881, 0.863047, 0.863212, 0.863374, 0.863534, 0.863692, 0.863848, 0.864001, 0.864153, 0.864303, 0.864451, 0.864597, 0.864742, 0.864884, 0.865025, 0.865164, 0.865301, 0.865437, 0.865571, 0.865703, 0.865834, 0.865963, 0.866091, 0.866217, 0.866342, 0.866466, 0.866587, 0.866708, 0.866827, 0.866945, 0.867061, 0.867177, 0.86729, 0.867403, 0.867515, 0.867625, 0.867734, 0.867841, 0.867948, 0.868054, 0.868158, 0.868261, 0.868363, 0.868464, 0.868564, 0.868663, 0.868761, 0.868858, 0.868954, 0.869049, 0.869143, 0.869236, 0.869329, 0.86942, 0.86951, 0.8696, 0.869688, 0.869776, 
62, 0.333375, 0.407174, 0.462127, 0.505178, 0.540062, 0.569026, 0.593523, 0.614547, 0.632804, 0.648815, 0.662973, 0.675584, 0.686887, 0.697075, 0.706303, 0.714701, 0.722374, 0.72941, 0.735886, 0.741865, 0.747401, 0.752541, 0.757326, 0.761791, 0.765966, 0.769879, 0.773553, 0.777009, 0.780267, 0.783341, 0.786248, 0.789, 0.79161, 0.794088, 0.796443, 0.798685, 0.800821, 0.802859, 0.804806, 0.806666, 0.808447, 0.810152, 0.811787, 0.813355, 0.814861, 0.816309, 0.817701, 0.81904, 0.820331, 0.821574, 0.822774, 0.823931, 0.825049, 0.826129, 0.827173, 0.828182, 0.82916, 0.830106, 0.831023, 0.831912, 0.832773, 0.833609, 0.834421, 0.835209, 0.835974, 0.836718, 0.837441, 0.838145, 0.838829, 0.839496, 0.840144, 0.840776, 0.841392, 0.841992, 0.842577, 0.843147, 0.843704, 0.844247, 0.844777, 0.845295, 0.845801, 0.846295, 0.846778, 0.84725, 0.847711, 0.848162, 0.848604, 0.849036, 0.849459, 0.849873, 0.850278, 0.850675, 0.851063, 0.851444, 0.851817, 0.852183, 0.852542, 0.852894, 0.853239, 0.853577, 0.853909, 0.854235, 0.854554, 0.854868, 0.855176, 0.855479, 0.855776, 0.856068, 0.856354, 0.856636, 0.856913, 0.857185, 0.857453, 0.857716, 0.857974, 0.858228, 0.858479, 0.858725, 0.858967, 0.859205, 0.859439, 0.85967, 0.859897, 0.860121, 0.860341, 0.860558, 0.860771, 0.860981, 0.861188, 0.861393, 0.861594, 0.861792, 0.861987, 0.862179, 0.862369, 0.862556, 0.86274, 0.862922, 0.863101, 0.863278, 0.863452, 0.863624, 0.863794, 0.863961, 0.864126, 0.864289, 0.86445, 0.864608, 0.864765, 0.864919, 0.865072, 0.865222, 0.865371, 0.865518, 0.865663, 0.865806, 0.865948, 0.866087, 0.866225, 0.866361, 0.866496, 0.866629, 0.866761, 0.86689, 0.867019, 0.867146, 0.867271, 0.867395, 0.867517, 0.867639, 0.867758, 0.867877, 0.867994, 0.868109, 0.868224, 0.868337, 0.868449, 0.86856, 0.868669, 0.868777, 0.868884, 0.86899, 0.869095, 0.869199, 0.869302, 0.869403, 0.869504, 0.869603, 0.869702, 0.869799, 0.869895, 0.869991, 0.870085, 0.870179, 0.870272, 0.870363, 0.870454, 0.870544, 0.870633, 0.870721, 
