DIM\Power, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 
26, 0.333302, 0.405425, 0.458821, 0.500312, 0.533602, 0.560934, 0.583774, 0.603132, 0.619737, 0.634125, 0.646705, 0.65779, 0.667627, 0.676413, 0.684303, 0.691427, 0.697889, 0.703776, 0.709161, 0.714104, 0.718657, 0.722864, 0.726763, 0.730385, 0.73376, 0.736911, 0.739859, 0.742624, 0.745222, 0.747668, 0.749974, 0.752152, 0.754212, 0.756164, 0.758016, 0.759775, 0.761448, 0.763042, 0.764561, 0.766011, 0.767396, 0.768721, 0.76999, 0.771205, 0.772371, 0.77349, 0.774564, 0.775598, 0.776592, 0.777549, 0.778472, 0.779361, 0.780219, 0.781047, 0.781847, 0.78262, 0.783368, 0.784092, 0.784792, 0.785471, 0.786129, 0.786766, 0.787385, 0.787985, 0.788568, 0.789134, 0.789684, 0.790218, 0.790738, 0.791244, 0.791736, 0.792215, 0.792682, 0.793137, 0.79358, 0.794012, 0.794434, 0.794845, 0.795246, 0.795637, 0.796019, 0.796393, 0.796757, 0.797114, 0.797462, 0.797803, 0.798136, 0.798462, 0.79878, 0.799092, 0.799398, 0.799697, 0.799989, 0.800276, 0.800557, 0.800832, 0.801102, 0.801367, 0.801626, 0.801881, 0.80213, 0.802375, 0.802615, 0.802851, 0.803082, 0.803309, 0.803532, 0.803751, 0.803967, 0.804178, 0.804386, 0.80459, 0.80479, 0.804988, 0.805181, 0.805372, 0.805559, 0.805744, 0.805925, 0.806104, 0.806279, 0.806452, 0.806622, 0.806789, 0.806954, 0.807116, 0.807276, 0.807433, 0.807588, 0.807741, 0.807891, 0.808039, 0.808185, 0.808329, 0.808471, 0.808611, 0.808748, 0.808884, 0.809018, 0.80915, 0.80928, 0.809409, 0.809535, 0.80966, 0.809783, 0.809905, 0.810025, 0.810143, 0.81026, 0.810376, 0.810489, 0.810602, 0.810713, 0.810822, 0.81093, 0.811037, 0.811143, 0.811247, 0.81135, 0.811451, 0.811552, 0.811651, 0.811749, 0.811846, 0.811941, 0.812036, 0.812129, 0.812222, 0.812313, 0.812403, 0.812492, 0.81258, 0.812667, 0.812754, 0.812839, 0.812923, 0.813006, 0.813089, 0.81317, 0.813251, 0.813331, 0.81341, 0.813488, 0.813565, 0.813641, 0.813717, 0.813792, 0.813866, 0.813939, 0.814011, 0.814083, 0.814154, 0.814224, 0.814294, 0.814363, 0.814431, 0.814498, 0.814565, 0.814631, 0.814697, 
27, 0.333276, 0.405478, 0.45896, 0.500551, 0.53395, 0.561396, 0.58435, 0.603821, 0.620534, 0.635026, 0.647704, 0.658882, 0.668806, 0.677673, 0.68564, 0.692834, 0.699363, 0.705312, 0.710755, 0.715753, 0.720357, 0.724612, 0.728556, 0.732221, 0.735636, 0.738825, 0.741809, 0.744608, 0.747239, 0.749715, 0.75205, 0.754256, 0.756343, 0.75832, 0.760196, 0.761978, 0.763673, 0.765287, 0.766827, 0.768296, 0.7697, 0.771043, 0.772328, 0.77356, 0.774742, 0.775876, 0.776965, 0.778013, 0.779021, 0.779991, 0.780927, 0.781828, 0.782698, 0.783538, 0.784349, 0.785133, 0.785892, 0.786625, 0.787336, 0.788024, 0.788691, 0.789337, 0.789965, 0.790573, 0.791164, 0.791738, 0.792296, 0.792839, 0.793366, 0.793879, 0.794378, 0.794865, 0.795338, 0.795799, 0.796249, 0.796687, 0.797115, 0.797532, 0.797939, 0.798336, 0.798724, 0.799102, 0.799472, 0.799834, 0.800187, 0.800533, 0.800871, 0.801202, 0.801525, 0.801841, 0.802151, 0.802455, 0.802752, 0.803043, 0.803328, 0.803607, 0.803881, 0.804149, 0.804413, 0.804671, 0.804924, 0.805172, 0.805416, 0.805655, 0.80589, 0.806121, 0.806347, 0.806569, 0.806788, 0.807002, 0.807213, 0.80742, 0.807624, 0.807824, 0.80802, 0.808214, 0.808404, 0.808591, 0.808775, 0.808956, 0.809134, 0.80931, 0.809482, 0.809652, 0.809819, 0.809984, 0.810146, 0.810306, 0.810463, 0.810618, 0.810771, 0.810921, 0.811069, 0.811215, 0.811359, 0.811501, 0.811641, 0.811778, 0.811914, 0.812048, 0.81218, 0.812311, 0.812439, 0.812566, 0.812691, 0.812815, 0.812936, 0.813057, 0.813175, 0.813292, 0.813408, 0.813522, 0.813634, 0.813746, 0.813855, 0.813964, 0.814071, 0.814177, 0.814281, 0.814384, 0.814486, 0.814587, 0.814686, 0.814784, 0.814881, 0.814977, 0.815072, 0.815166, 0.815259, 0.81535, 0.815441, 0.81553, 0.815619, 0.815706, 0.815793, 0.815878, 0.815963, 0.816046, 0.816129, 0.816211, 0.816292, 0.816372, 0.816451, 0.81653, 0.816607, 0.816684, 0.81676, 0.816835, 0.816909, 0.816983, 0.817056, 0.817128, 0.817199, 0.81727, 0.817339, 0.817409, 0.817477, 0.817545, 0.817612, 0.817679, 
28, 0.333316, 0.405633, 0.459203, 0.500876, 0.534359, 0.561893, 0.584937, 0.6045, 0.621304, 0.635884, 0.648646, 0.659905, 0.669906, 0.678845, 0.68688, 0.69414, 0.700729, 0.706736, 0.712232, 0.717281, 0.721933, 0.726233, 0.73022, 0.733925, 0.737378, 0.740603, 0.743621, 0.746453, 0.749114, 0.751619, 0.753982, 0.756215, 0.758327, 0.760328, 0.762227, 0.764031, 0.765747, 0.767382, 0.76894, 0.770428, 0.77185, 0.773209, 0.774511, 0.775759, 0.776956, 0.778105, 0.779208, 0.780269, 0.78129, 0.782273, 0.783221, 0.784134, 0.785016, 0.785866, 0.786688, 0.787483, 0.788251, 0.788995, 0.789715, 0.790412, 0.791088, 0.791743, 0.792379, 0.792996, 0.793595, 0.794176, 0.794742, 0.795291, 0.795826, 0.796346, 0.796852, 0.797345, 0.797825, 0.798292, 0.798748, 0.799192, 0.799626, 0.800048, 0.800461, 0.800863, 0.801256, 0.80164, 0.802015, 0.802382, 0.80274, 0.80309, 0.803433, 0.803768, 0.804096, 0.804417, 0.804731, 0.805039, 0.80534, 0.805635, 0.805924, 0.806207, 0.806485, 0.806757, 0.807024, 0.807285, 0.807542, 0.807794, 0.808041, 0.808283, 0.808521, 0.808755, 0.808985, 0.80921, 0.809431, 0.809649, 0.809863, 0.810073, 0.810279, 0.810482, 0.810681, 0.810878, 0.81107, 0.81126, 0.811447, 0.81163, 0.811811, 0.811989, 0.812164, 0.812336, 0.812506, 0.812673, 0.812837, 0.812999, 0.813158, 0.813315, 0.81347, 0.813623, 0.813773, 0.813921, 0.814067, 0.81421, 0.814352, 0.814492, 0.81463, 0.814766, 0.8149, 0.815032, 0.815162, 0.815291, 0.815418, 0.815543, 0.815666, 0.815788, 0.815908, 0.816027, 0.816144, 0.81626, 0.816374, 0.816487, 0.816598, 0.816708, 0.816817, 0.816924, 0.81703, 0.817134, 0.817238, 0.81734, 0.817441, 0.81754, 0.817639, 0.817736, 0.817832, 0.817927, 0.818021, 0.818114, 0.818206, 0.818297, 0.818386, 0.818475, 0.818563, 0.81865, 0.818735, 0.81882, 0.818904, 0.818987, 0.819069, 0.81915, 0.819231, 0.81931, 0.819389, 0.819467, 0.819544, 0.81962, 0.819695, 0.81977, 0.819844, 0.819917, 0.819989, 0.820061, 0.820132, 0.820202, 0.820271, 0.82034, 0.820408, 0.820476, 
29, 0.333376, 0.405805, 0.459472, 0.501239, 0.534818, 0.562448, 0.585589, 0.605245, 0.62214, 0.636807, 0.649652, 0.66099, 0.671065, 0.680074, 0.688175, 0.695496, 0.702143, 0.708204, 0.713752, 0.718848, 0.723545, 0.727888, 0.731915, 0.735659, 0.739147, 0.742406, 0.745457, 0.748319, 0.75101, 0.753543, 0.755932, 0.758189, 0.760325, 0.76235, 0.76427, 0.766095, 0.767832, 0.769485, 0.771062, 0.772568, 0.774006, 0.775383, 0.7767, 0.777963, 0.779174, 0.780337, 0.781454, 0.782528, 0.783562, 0.784557, 0.785516, 0.786441, 0.787334, 0.788195, 0.789027, 0.789832, 0.79061, 0.791363, 0.792092, 0.792798, 0.793483, 0.794146, 0.79479, 0.795415, 0.796022, 0.796611, 0.797184, 0.79774, 0.798282, 0.798809, 0.799321, 0.79982, 0.800307, 0.80078, 0.801242, 0.801692, 0.802131, 0.802559, 0.802977, 0.803385, 0.803783, 0.804172, 0.804552, 0.804924, 0.805287, 0.805642, 0.805989, 0.806328, 0.806661, 0.806986, 0.807304, 0.807616, 0.807921, 0.80822, 0.808513, 0.8088, 0.809081, 0.809357, 0.809627, 0.809892, 0.810152, 0.810408, 0.810658, 0.810904, 0.811145, 0.811382, 0.811615, 0.811843, 0.812067, 0.812288, 0.812504, 0.812717, 0.812926, 0.813132, 0.813334, 0.813533, 0.813729, 0.813921, 0.81411, 0.814296, 0.814479, 0.814659, 0.814837, 0.815011, 0.815183, 0.815352, 0.815519, 0.815683, 0.815845, 0.816004, 0.816161, 0.816315, 0.816468, 0.816618, 0.816765, 0.816911, 0.817055, 0.817197, 0.817336, 0.817474, 0.81761, 0.817744, 0.817876, 0.818006, 0.818135, 0.818262, 0.818387, 0.81851, 0.818632, 0.818753, 0.818872, 0.818989, 0.819105, 0.819219, 0.819332, 0.819443, 0.819553, 0.819662, 0.819769, 0.819875, 0.81998, 0.820083, 0.820186, 0.820287, 0.820386, 0.820485, 0.820583, 0.820679, 0.820774, 0.820868, 0.820961, 0.821053, 0.821144, 0.821234, 0.821323, 0.821411, 0.821498, 0.821584, 0.821669, 0.821753, 0.821836, 0.821919, 0.822, 0.822081, 0.822161, 0.822239, 0.822317, 0.822395, 0.822471, 0.822547, 0.822622, 0.822696, 0.822769, 0.822842, 0.822914, 0.822985, 0.823055, 0.823125, 0.823194, 0.823262, 
30, 0.333439, 0.405966, 0.459724, 0.501576, 0.535235, 0.562944, 0.586162, 0.605896, 0.622868, 0.63761, 0.650528, 0.661935, 0.672077, 0.681149, 0.689309, 0.696687, 0.703388, 0.709499, 0.715095, 0.720236, 0.724976, 0.729359, 0.733424, 0.737204, 0.740726, 0.744018, 0.747099, 0.74999, 0.752708, 0.755268, 0.757682, 0.759963, 0.762122, 0.764168, 0.766109, 0.767954, 0.76971, 0.771382, 0.772976, 0.774498, 0.775953, 0.777345, 0.778677, 0.779954, 0.78118, 0.782356, 0.783486, 0.784572, 0.785618, 0.786625, 0.787595, 0.788531, 0.789434, 0.790305, 0.791148, 0.791962, 0.792749, 0.793511, 0.794249, 0.794963, 0.795656, 0.796327, 0.796979, 0.797611, 0.798225, 0.798822, 0.799401, 0.799965, 0.800513, 0.801046, 0.801565, 0.80207, 0.802563, 0.803042, 0.803509, 0.803965, 0.804409, 0.804843, 0.805266, 0.805679, 0.806082, 0.806476, 0.806861, 0.807237, 0.807604, 0.807964, 0.808315, 0.808659, 0.808995, 0.809324, 0.809647, 0.809962, 0.810271, 0.810574, 0.810871, 0.811161, 0.811446, 0.811725, 0.811999, 0.812268, 0.812531, 0.81279, 0.813043, 0.813292, 0.813536, 0.813776, 0.814012, 0.814243, 0.81447, 0.814693, 0.814913, 0.815128, 0.81534, 0.815548, 0.815753, 0.815955, 0.816153, 0.816347, 0.816539, 0.816727, 0.816913, 0.817095, 0.817275, 0.817452, 0.817626, 0.817797, 0.817966, 0.818132, 0.818296, 0.818457, 0.818616, 0.818772, 0.818926, 0.819078, 0.819228, 0.819376, 0.819521, 0.819665, 0.819806, 0.819946, 0.820083, 0.820219, 0.820353, 0.820485, 0.820615, 0.820744, 0.820871, 0.820996, 0.821119, 0.821241, 0.821361, 0.82148, 0.821597, 0.821713, 0.821827, 0.82194, 0.822052, 0.822162, 0.822271, 0.822378, 0.822484, 0.822589, 0.822692, 0.822795, 0.822896, 0.822996, 0.823095, 0.823192, 0.823289, 0.823384, 0.823478, 0.823571, 0.823664, 0.823755, 0.823845, 0.823934, 0.824022, 0.824109, 0.824195, 0.82428, 0.824365, 0.824448, 0.824531, 0.824612, 0.824693, 0.824773, 0.824852, 0.82493, 0.825008, 0.825084, 0.82516, 0.825235, 0.825309, 0.825383, 0.825456, 0.825528, 0.825599, 0.82567, 0.82574, 0.825809, 
31, 0.333567, 0.406148, 0.45995, 0.501853, 0.535573, 0.563349, 0.58664, 0.606448, 0.623492, 0.638306, 0.651293, 0.662766, 0.672971, 0.682103, 0.69032, 0.697752, 0.704503, 0.710663, 0.716304, 0.721488, 0.726269, 0.73069, 0.734792, 0.738606, 0.742161, 0.745484, 0.748595, 0.751514, 0.754259, 0.756844, 0.759283, 0.761587, 0.763768, 0.765835, 0.767797, 0.769661, 0.771435, 0.773125, 0.774737, 0.776276, 0.777747, 0.779153, 0.780501, 0.781792, 0.783031, 0.78422, 0.785363, 0.786462, 0.787519, 0.788537, 0.789519, 0.790465, 0.791378, 0.79226, 0.793112, 0.793935, 0.794732, 0.795502, 0.796249, 0.796972, 0.797672, 0.798352, 0.799011, 0.799651, 0.800272, 0.800875, 0.801462, 0.802032, 0.802587, 0.803126, 0.803651, 0.804163, 0.804661, 0.805146, 0.805619, 0.80608, 0.806529, 0.806968, 0.807396, 0.807814, 0.808222, 0.808621, 0.80901, 0.809391, 0.809763, 0.810126, 0.810482, 0.81083, 0.811171, 0.811504, 0.81183, 0.812149, 0.812462, 0.812768, 0.813069, 0.813363, 0.813651, 0.813934, 0.814211, 0.814483, 0.814749, 0.815011, 0.815268, 0.81552, 0.815767, 0.81601, 0.816248, 0.816482, 0.816712, 0.816938, 0.81716, 0.817379, 0.817593, 0.817804, 0.818011, 0.818215, 0.818415, 0.818613, 0.818806, 0.818997, 0.819185, 0.81937, 0.819552, 0.819731, 0.819907, 0.82008, 0.820251, 0.820419, 0.820585, 0.820748, 0.820909, 0.821068, 0.821224, 0.821378, 0.821529, 0.821679, 0.821826, 0.821971, 0.822115, 0.822256, 0.822395, 0.822532, 0.822668, 0.822802, 0.822934, 0.823064, 0.823192, 0.823319, 0.823444, 0.823567, 0.823689, 0.823809, 0.823928, 0.824045, 0.824161, 0.824275, 0.824388, 0.8245, 0.82461, 0.824718, 0.824826, 0.824932, 0.825037, 0.82514, 0.825243, 0.825344, 0.825444, 0.825543, 0.82564, 0.825737, 0.825832, 0.825927, 0.82602, 0.826112, 0.826204, 0.826294, 0.826383, 0.826471, 0.826558, 0.826645, 0.82673, 0.826815, 0.826898, 0.826981, 0.827063, 0.827143, 0.827224, 0.827303, 0.827381, 0.827459, 0.827536, 0.827612, 0.827687, 0.827761, 0.827835, 0.827908, 0.82798, 0.828052, 0.828123, 0.828193, 
32, 0.333687, 0.406293, 0.46013, 0.502082, 0.535862, 0.563706, 0.587067, 0.606946, 0.624062, 0.638945, 0.651999, 0.663535, 0.6738, 0.68299, 0.691261, 0.698743, 0.705543, 0.711748, 0.717431, 0.722656, 0.727474, 0.731932, 0.736067, 0.739913, 0.743499, 0.74685, 0.749989, 0.752934, 0.755704, 0.758312, 0.760774, 0.7631, 0.765301, 0.767388, 0.769369, 0.771251, 0.773042, 0.774749, 0.776376, 0.777931, 0.779416, 0.780837, 0.782198, 0.783502, 0.784754, 0.785955, 0.78711, 0.78822, 0.789288, 0.790317, 0.791309, 0.792265, 0.793188, 0.794079, 0.79494, 0.795772, 0.796577, 0.797356, 0.798111, 0.798841, 0.79955, 0.800236, 0.800903, 0.80155, 0.802178, 0.802788, 0.803381, 0.803957, 0.804518, 0.805063, 0.805594, 0.806111, 0.806615, 0.807105, 0.807583, 0.80805, 0.808504, 0.808948, 0.809381, 0.809803, 0.810216, 0.810619, 0.811013, 0.811398, 0.811774, 0.812142, 0.812501, 0.812853, 0.813197, 0.813534, 0.813864, 0.814187, 0.814504, 0.814813, 0.815117, 0.815415, 0.815706, 0.815992, 0.816272, 0.816547, 0.816817, 0.817082, 0.817341, 0.817596, 0.817846, 0.818092, 0.818333, 0.81857, 0.818803, 0.819031, 0.819256, 0.819476, 0.819693, 0.819907, 0.820116, 0.820322, 0.820525, 0.820725, 0.820921, 0.821114, 0.821304, 0.821491, 0.821674, 0.821856, 0.822034, 0.822209, 0.822382, 0.822552, 0.82272, 0.822885, 0.823048, 0.823208, 0.823366, 0.823522, 0.823675, 0.823826, 0.823975, 0.824122, 0.824267, 0.82441, 0.824551, 0.82469, 0.824827, 0.824962, 0.825096, 0.825227, 0.825357, 0.825485, 0.825612, 0.825737, 0.82586, 0.825982, 0.826102, 0.82622, 0.826337, 0.826453, 0.826567, 0.82668, 0.826791, 0.826901, 0.82701, 0.827117, 0.827224, 0.827328, 0.827432, 0.827534, 0.827635, 0.827735, 0.827834, 0.827932, 0.828029, 0.828124, 0.828218, 0.828312, 0.828404, 0.828495, 0.828586, 0.828675, 0.828763, 0.82885, 0.828937, 0.829022, 0.829107, 0.82919, 0.829273, 0.829355, 0.829436, 0.829516, 0.829595, 0.829674, 0.829752, 0.829829, 0.829905, 0.82998, 0.830055, 0.830129, 0.830202, 0.830274, 0.830346, 0.830417, 
33, 0.333783, 0.406434, 0.460304, 0.502289, 0.536108, 0.563994, 0.587404, 0.607335, 0.624505, 0.639442, 0.652551, 0.664142, 0.674459, 0.6837, 0.69202, 0.699549, 0.706393, 0.71264, 0.718363, 0.723626, 0.728481, 0.732973, 0.73714, 0.741017, 0.744632, 0.748012, 0.751177, 0.754147, 0.756941, 0.759572, 0.762055, 0.764402, 0.766624, 0.76873, 0.770729, 0.772628, 0.774436, 0.776159, 0.777802, 0.779371, 0.780871, 0.782305, 0.783679, 0.784997, 0.78626, 0.787473, 0.788639, 0.789761, 0.79084, 0.791879, 0.79288, 0.793846, 0.794778, 0.795678, 0.796548, 0.797389, 0.798202, 0.798989, 0.799751, 0.800489, 0.801205, 0.801899, 0.802572, 0.803225, 0.80386, 0.804476, 0.805075, 0.805658, 0.806224, 0.806775, 0.807312, 0.807834, 0.808343, 0.808839, 0.809322, 0.809793, 0.810253, 0.810701, 0.811139, 0.811566, 0.811983, 0.81239, 0.812788, 0.813177, 0.813557, 0.813929, 0.814292, 0.814648, 0.814996, 0.815336, 0.81567, 0.815996, 0.816316, 0.816629, 0.816936, 0.817237, 0.817531, 0.81782, 0.818104, 0.818382, 0.818654, 0.818922, 0.819184, 0.819442, 0.819695, 0.819943, 0.820187, 0.820426, 0.820661, 0.820892, 0.821119, 0.821342, 0.821562, 0.821777, 0.821989, 0.822198, 0.822403, 0.822604, 0.822802, 0.822998, 0.82319, 0.823378, 0.823564, 0.823747, 0.823928, 0.824105, 0.82428, 0.824452, 0.824621, 0.824788, 0.824953, 0.825115, 0.825274, 0.825432, 0.825587, 0.82574, 0.82589, 0.826039, 0.826185, 0.82633, 0.826472, 0.826613, 0.826752, 0.826888, 0.827023, 0.827156, 0.827288, 0.827417, 0.827545, 0.827671, 0.827796, 0.827919, 0.82804, 0.82816, 0.828278, 0.828395, 0.828511, 0.828625, 0.828737, 0.828849, 0.828959, 0.829067, 0.829174, 0.82928, 0.829385, 0.829489, 0.829591, 0.829692, 0.829792, 0.829891, 0.829988, 0.830085, 0.83018, 0.830275, 0.830368, 0.83046, 0.830551, 0.830642, 0.830731, 0.830819, 0.830907, 0.830993, 0.831078, 0.831163, 0.831247, 0.831329, 0.831411, 0.831492, 0.831573, 0.831652, 0.831731, 0.831808, 0.831885, 0.831961, 0.832037, 0.832112, 0.832186, 0.832259, 0.832331, 0.832403, 
34, 0.333747, 0.406476, 0.46042, 0.502475, 0.536361, 0.564315, 0.587791, 0.607788, 0.625023, 0.640024, 0.653194, 0.664844, 0.675218, 0.684512, 0.692884, 0.700461, 0.707351, 0.713642, 0.719407, 0.724709, 0.729601, 0.734128, 0.738328, 0.742237, 0.745882, 0.749289, 0.752481, 0.755478, 0.758295, 0.76095, 0.763455, 0.765823, 0.768065, 0.77019, 0.772207, 0.774124, 0.775949, 0.777688, 0.779346, 0.78093, 0.782444, 0.783892, 0.78528, 0.786609, 0.787885, 0.78911, 0.790288, 0.79142, 0.792509, 0.793559, 0.79457, 0.795546, 0.796487, 0.797396, 0.798274, 0.799124, 0.799945, 0.80074, 0.801509, 0.802255, 0.802978, 0.803679, 0.804359, 0.805019, 0.80566, 0.806283, 0.806888, 0.807476, 0.808048, 0.808605, 0.809147, 0.809675, 0.810189, 0.81069, 0.811178, 0.811654, 0.812118, 0.812571, 0.813013, 0.813445, 0.813866, 0.814278, 0.81468, 0.815073, 0.815457, 0.815832, 0.8162, 0.816559, 0.816911, 0.817255, 0.817592, 0.817922, 0.818245, 0.818561, 0.818871, 0.819175, 0.819473, 0.819765, 0.820051, 0.820332, 0.820608, 0.820878, 0.821143, 0.821403, 0.821659, 0.82191, 0.822156, 0.822398, 0.822636, 0.822869, 0.823099, 0.823324, 0.823546, 0.823764, 0.823978, 0.824188, 0.824396, 0.824599, 0.8248, 0.824997, 0.825191, 0.825382, 0.82557, 0.825755, 0.825937, 0.826116, 0.826293, 0.826467, 0.826638, 0.826807, 0.826973, 0.827137, 0.827298, 0.827457, 0.827614, 0.827768, 0.827921, 0.828071, 0.828219, 0.828365, 0.828509, 0.828651, 0.828791, 0.828929, 0.829066, 0.8292, 0.829333, 0.829464, 0.829593, 0.829721, 0.829847, 0.829971, 0.830094, 0.830215, 0.830334, 0.830453, 0.830569, 0.830685, 0.830798, 0.830911, 0.831022, 0.831132, 0.83124, 0.831347, 0.831453, 0.831558, 0.831661, 0.831763, 0.831864, 0.831964, 0.832063, 0.83216, 0.832257, 0.832352, 0.832447, 0.83254, 0.832632, 0.832723, 0.832813, 0.832903, 0.832991, 0.833078, 0.833165, 0.83325, 0.833335, 0.833418, 0.833501, 0.833583, 0.833664, 0.833744, 0.833824, 0.833903, 0.83398, 0.834057, 0.834134, 0.834209, 0.834284, 0.834358, 0.834431, 0.834504, 
35, 0.333736, 0.406485, 0.460468, 0.502573, 0.536512, 0.564521, 0.588052, 0.608105, 0.625395, 0.640452, 0.653676, 0.665378, 0.675803, 0.685145, 0.693563, 0.701185, 0.708118, 0.714448, 0.720252, 0.72559, 0.730516, 0.735076, 0.739307, 0.743245, 0.746919, 0.750353, 0.75357, 0.756591, 0.759432, 0.762108, 0.764635, 0.767023, 0.769284, 0.771427, 0.773462, 0.775396, 0.777237, 0.778991, 0.780665, 0.782263, 0.78379, 0.785252, 0.786652, 0.787994, 0.789282, 0.790518, 0.791707, 0.792849, 0.793949, 0.795009, 0.79603, 0.797014, 0.797965, 0.798882, 0.799769, 0.800626, 0.801455, 0.802258, 0.803035, 0.803788, 0.804518, 0.805225, 0.805912, 0.806579, 0.807226, 0.807855, 0.808466, 0.80906, 0.809638, 0.8102, 0.810747, 0.81128, 0.811799, 0.812305, 0.812798, 0.813279, 0.813748, 0.814205, 0.814652, 0.815087, 0.815513, 0.815928, 0.816335, 0.816731, 0.817119, 0.817499, 0.81787, 0.818233, 0.818588, 0.818935, 0.819276, 0.819609, 0.819935, 0.820255, 0.820568, 0.820875, 0.821176, 0.82147, 0.82176, 0.822043, 0.822322, 0.822595, 0.822862, 0.823125, 0.823383, 0.823637, 0.823886, 0.82413, 0.82437, 0.824606, 0.824838, 0.825066, 0.825289, 0.825509, 0.825726, 0.825939, 0.826148, 0.826354, 0.826556, 0.826755, 0.826951, 0.827144, 0.827334, 0.827521, 0.827705, 0.827886, 0.828064, 0.82824, 0.828413, 0.828583, 0.828751, 0.828917, 0.82908, 0.82924, 0.829399, 0.829555, 0.829709, 0.82986, 0.83001, 0.830157, 0.830303, 0.830446, 0.830588, 0.830727, 0.830865, 0.831001, 0.831135, 0.831268, 0.831398, 0.831527, 0.831654, 0.83178, 0.831904, 0.832026, 0.832147, 0.832266, 0.832384, 0.832501, 0.832616, 0.832729, 0.832842, 0.832952, 0.833062, 0.83317, 0.833277, 0.833383, 0.833487, 0.83359, 0.833693, 0.833793, 0.833893, 0.833992, 0.834089, 0.834186, 0.834281, 0.834375, 0.834468, 0.83456, 0.834652, 0.834742, 0.834831, 0.834919, 0.835006, 0.835093, 0.835178, 0.835263, 0.835346, 0.835429, 0.835511, 0.835592, 0.835672, 0.835752, 0.83583, 0.835908, 0.835985, 0.836062, 0.836137, 0.836212, 0.836286, 0.836359, 
36, 0.333768, 0.406625, 0.460688, 0.502857, 0.536852, 0.564913, 0.588495, 0.608598, 0.625937, 0.641041, 0.654311, 0.666057, 0.676524, 0.685907, 0.694364, 0.702023, 0.708991, 0.715355, 0.72119, 0.726558, 0.731513, 0.7361, 0.740358, 0.74432, 0.748017, 0.751473, 0.754712, 0.757753, 0.760613, 0.763308, 0.765852, 0.768257, 0.770534, 0.772693, 0.774743, 0.776692, 0.778546, 0.780314, 0.782, 0.78361, 0.785149, 0.786622, 0.788033, 0.789386, 0.790684, 0.79193, 0.793128, 0.79428, 0.795389, 0.796456, 0.797486, 0.798479, 0.799437, 0.800362, 0.801256, 0.80212, 0.802956, 0.803766, 0.804549, 0.805309, 0.806045, 0.806758, 0.807451, 0.808123, 0.808776, 0.80941, 0.810026, 0.810626, 0.811208, 0.811776, 0.812328, 0.812865, 0.813389, 0.813899, 0.814396, 0.814881, 0.815354, 0.815816, 0.816266, 0.816706, 0.817135, 0.817554, 0.817964, 0.818365, 0.818756, 0.819139, 0.819513, 0.819879, 0.820238, 0.820588, 0.820932, 0.821268, 0.821597, 0.821919, 0.822235, 0.822545, 0.822849, 0.823146, 0.823438, 0.823724, 0.824005, 0.824281, 0.824551, 0.824816, 0.825077, 0.825333, 0.825584, 0.82583, 0.826073, 0.826311, 0.826544, 0.826774, 0.827, 0.827222, 0.827441, 0.827655, 0.827867, 0.828074, 0.828279, 0.82848, 0.828677, 0.828872, 0.829064, 0.829252, 0.829438, 0.829621, 0.829801, 0.829978, 0.830153, 0.830325, 0.830494, 0.830661, 0.830826, 0.830988, 0.831148, 0.831305, 0.831461, 0.831614, 0.831765, 0.831914, 0.832061, 0.832205, 0.832348, 0.832489, 0.832628, 0.832765, 0.832901, 0.833034, 0.833166, 0.833296, 0.833425, 0.833551, 0.833677, 0.8338, 0.833922, 0.834043, 0.834162, 0.834279, 0.834395, 0.83451, 0.834623, 0.834735, 0.834846, 0.834955, 0.835063, 0.83517, 0.835275, 0.835379, 0.835482, 0.835584, 0.835685, 0.835784, 0.835883, 0.83598, 0.836076, 0.836171, 0.836265, 0.836358, 0.836451, 0.836542, 0.836632, 0.836721, 0.836809, 0.836896, 0.836982, 0.837068, 0.837152, 0.837236, 0.837318, 0.8374, 0.837481, 0.837561, 0.837641, 0.837719, 0.837797, 0.837874, 0.83795, 0.838026, 0.838101, 0.838175, 
