DIM\Power, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 
53, 0.333508, 0.407165, 0.461953, 0.504802, 0.539459, 0.568179, 0.592423, 0.61319, 0.63119, 0.646948, 0.660859, 0.673228, 0.684298, 0.69426, 0.703272, 0.711462, 0.718935, 0.725781, 0.732075, 0.73788, 0.74325, 0.748231, 0.752865, 0.757185, 0.761222, 0.765003, 0.768551, 0.771887, 0.775029, 0.777993, 0.780794, 0.783445, 0.785958, 0.788343, 0.790609, 0.792765, 0.79482, 0.796779, 0.798649, 0.800436, 0.802146, 0.803783, 0.805353, 0.806858, 0.808303, 0.809691, 0.811027, 0.812311, 0.813548, 0.814741, 0.81589, 0.816999, 0.81807, 0.819105, 0.820105, 0.821072, 0.822008, 0.822914, 0.823792, 0.824642, 0.825467, 0.826267, 0.827044, 0.827798, 0.82853, 0.829242, 0.829934, 0.830607, 0.831261, 0.831898, 0.832519, 0.833123, 0.833711, 0.834285, 0.834844, 0.83539, 0.835922, 0.836441, 0.836948, 0.837442, 0.837926, 0.838398, 0.838859, 0.83931, 0.839751, 0.840182, 0.840604, 0.841016, 0.84142, 0.841816, 0.842203, 0.842582, 0.842953, 0.843317, 0.843673, 0.844022, 0.844365, 0.844701, 0.84503, 0.845353, 0.84567, 0.845981, 0.846286, 0.846586, 0.84688, 0.847168, 0.847452, 0.847731, 0.848004, 0.848273, 0.848537, 0.848797, 0.849052, 0.849303, 0.84955, 0.849793, 0.850031, 0.850266, 0.850497, 0.850724, 0.850948, 0.851168, 0.851385, 0.851598, 0.851808, 0.852015, 0.852218, 0.852419, 0.852617, 0.852811, 0.853003, 0.853192, 0.853378, 0.853562, 0.853742, 0.853921, 0.854097, 0.85427, 0.854441, 0.854609, 0.854776, 0.85494, 0.855101, 0.855261, 0.855418, 0.855574, 0.855727, 0.855878, 0.856027, 0.856175, 0.85632, 0.856464, 0.856606, 0.856746, 0.856884, 0.85702, 0.857155, 0.857288, 0.85742, 0.85755, 0.857678, 0.857805, 0.85793, 0.858054, 0.858176, 0.858297, 0.858417, 0.858535, 0.858652, 0.858767, 0.858881, 0.858994, 0.859106, 0.859216, 0.859325, 0.859433, 0.85954, 0.859645, 0.85975, 0.859853, 0.859955, 0.860056, 0.860156, 0.860255, 0.860352, 0.860449, 0.860545, 0.86064, 0.860734, 0.860827, 0.860918, 0.861009, 0.861099, 0.861189, 0.861277, 0.861364, 0.861451, 0.861536, 0.861621, 0.861705, 
54, 0.333462, 0.407148, 0.46196, 0.504833, 0.539513, 0.568255, 0.592523, 0.613314, 0.631339, 0.647121, 0.661056, 0.67345, 0.684543, 0.694528, 0.703562, 0.711772, 0.719266, 0.726132, 0.732445, 0.738267, 0.743654, 0.748653, 0.753302, 0.757637, 0.761689, 0.765484, 0.769045, 0.772394, 0.775548, 0.778525, 0.781337, 0.783999, 0.786523, 0.788918, 0.791194, 0.793359, 0.795422, 0.79739, 0.799269, 0.801064, 0.802782, 0.804427, 0.806003, 0.807516, 0.808967, 0.810363, 0.811704, 0.812995, 0.814238, 0.815436, 0.816591, 0.817706, 0.818782, 0.819821, 0.820826, 0.821798, 0.822739, 0.823649, 0.824532, 0.825387, 0.826216, 0.82702, 0.8278, 0.828558, 0.829294, 0.83001, 0.830705, 0.831381, 0.832039, 0.83268, 0.833303, 0.833911, 0.834502, 0.835079, 0.835641, 0.836189, 0.836724, 0.837246, 0.837755, 0.838253, 0.838739, 0.839213, 0.839677, 0.84013, 0.840574, 0.841007, 0.841431, 0.841846, 0.842252, 0.842649, 0.843038, 0.843419, 0.843793, 0.844158, 0.844517, 0.844868, 0.845212, 0.84555, 0.845881, 0.846205, 0.846524, 0.846837, 0.847144, 0.847445, 0.84774, 0.848031, 0.848316, 0.848596, 0.848871, 0.849141, 0.849407, 0.849668, 0.849925, 0.850177, 0.850425, 0.850669, 0.850909, 0.851145, 0.851377, 0.851606, 0.851831, 0.852052, 0.85227, 0.852484, 0.852696, 0.852903, 0.853108, 0.85331, 0.853509, 0.853704, 0.853897, 0.854087, 0.854274, 0.854459, 0.854641, 0.85482, 0.854997, 0.855171, 0.855343, 0.855512, 0.855679, 0.855844, 0.856007, 0.856167, 0.856326, 0.856482, 0.856636, 0.856788, 0.856938, 0.857086, 0.857233, 0.857377, 0.85752, 0.85766, 0.857799, 0.857937, 0.858072, 0.858206, 0.858338, 0.858469, 0.858598, 0.858726, 0.858852, 0.858976, 0.859099, 0.859221, 0.859341, 0.85946, 0.859577, 0.859693, 0.859808, 0.859921, 0.860034, 0.860144, 0.860254, 0.860363, 0.86047, 0.860576, 0.860681, 0.860785, 0.860887, 0.860989, 0.861089, 0.861189, 0.861287, 0.861385, 0.861481, 0.861576, 0.861671, 0.861764, 0.861856, 0.861948, 0.862038, 0.862128, 0.862217, 0.862305, 0.862392, 0.862478, 0.862563, 0.862647, 
55, 0.333407, 0.407127, 0.46197, 0.504872, 0.53958, 0.568352, 0.592649, 0.613469, 0.631522, 0.647331, 0.661291, 0.673709, 0.684825, 0.694831, 0.703886, 0.712116, 0.719629, 0.726512, 0.732841, 0.73868, 0.744082, 0.749095, 0.753758, 0.758106, 0.762171, 0.765978, 0.76955, 0.77291, 0.776075, 0.779061, 0.781883, 0.784555, 0.787087, 0.78949, 0.791775, 0.793948, 0.796019, 0.797994, 0.79988, 0.801682, 0.803406, 0.805057, 0.80664, 0.808158, 0.809616, 0.811017, 0.812363, 0.81366, 0.814908, 0.81611, 0.81727, 0.81839, 0.81947, 0.820514, 0.821523, 0.822499, 0.823444, 0.824359, 0.825244, 0.826103, 0.826936, 0.827744, 0.828527, 0.829289, 0.830028, 0.830747, 0.831445, 0.832124, 0.832785, 0.833429, 0.834055, 0.834665, 0.835259, 0.835839, 0.836403, 0.836954, 0.837491, 0.838016, 0.838528, 0.839027, 0.839515, 0.839992, 0.840458, 0.840914, 0.841359, 0.841794, 0.84222, 0.842637, 0.843045, 0.843444, 0.843835, 0.844218, 0.844593, 0.844961, 0.845321, 0.845674, 0.84602, 0.846359, 0.846692, 0.847018, 0.847338, 0.847652, 0.847961, 0.848263, 0.84856, 0.848852, 0.849139, 0.84942, 0.849697, 0.849968, 0.850235, 0.850498, 0.850755, 0.851009, 0.851258, 0.851504, 0.851745, 0.851982, 0.852215, 0.852445, 0.852671, 0.852894, 0.853113, 0.853328, 0.85354, 0.853749, 0.853955, 0.854158, 0.854357, 0.854554, 0.854748, 0.854939, 0.855127, 0.855312, 0.855495, 0.855675, 0.855853, 0.856028, 0.856201, 0.856371, 0.856539, 0.856705, 0.856869, 0.85703, 0.857189, 0.857346, 0.857501, 0.857654, 0.857805, 0.857954, 0.858101, 0.858246, 0.858389, 0.858531, 0.85867, 0.858808, 0.858945, 0.859079, 0.859212, 0.859343, 0.859473, 0.859601, 0.859728, 0.859853, 0.859977, 0.860099, 0.86022, 0.860339, 0.860457, 0.860574, 0.860689, 0.860804, 0.860916, 0.861028, 0.861138, 0.861247, 0.861355, 0.861462, 0.861567, 0.861671, 0.861775, 0.861877, 0.861978, 0.862078, 0.862177, 0.862274, 0.862371, 0.862467, 0.862562, 0.862656, 0.862749, 0.862841, 0.862932, 0.863022, 0.863111, 0.863199, 0.863287, 0.863373, 0.863459, 0.863544, 
56, 0.333354, 0.407102, 0.461967, 0.504893, 0.539627, 0.568427, 0.592751, 0.613599, 0.63168, 0.647517, 0.661505, 0.673949, 0.68509, 0.695122, 0.704201, 0.712454, 0.719989, 0.726893, 0.733243, 0.739101, 0.744522, 0.749552, 0.754231, 0.758596, 0.762675, 0.766497, 0.770084, 0.773456, 0.776634, 0.779632, 0.782466, 0.785149, 0.787691, 0.790105, 0.792399, 0.794582, 0.796661, 0.798645, 0.800539, 0.802349, 0.804081, 0.80574, 0.80733, 0.808855, 0.810319, 0.811726, 0.813079, 0.814381, 0.815635, 0.816844, 0.818009, 0.819134, 0.820219, 0.821268, 0.822282, 0.823263, 0.824212, 0.825131, 0.826021, 0.826884, 0.827721, 0.828533, 0.82932, 0.830085, 0.830828, 0.83155, 0.832252, 0.832935, 0.833599, 0.834246, 0.834875, 0.835488, 0.836086, 0.836668, 0.837236, 0.837789, 0.838329, 0.838856, 0.83937, 0.839873, 0.840363, 0.840843, 0.841311, 0.841769, 0.842216, 0.842654, 0.843082, 0.843501, 0.843911, 0.844313, 0.844706, 0.84509, 0.845467, 0.845837, 0.846199, 0.846553, 0.846901, 0.847242, 0.847577, 0.847905, 0.848226, 0.848542, 0.848852, 0.849156, 0.849455, 0.849748, 0.850036, 0.850319, 0.850597, 0.85087, 0.851139, 0.851403, 0.851662, 0.851917, 0.852168, 0.852414, 0.852657, 0.852895, 0.85313, 0.853361, 0.853588, 0.853811, 0.854032, 0.854248, 0.854462, 0.854672, 0.854879, 0.855082, 0.855283, 0.855481, 0.855676, 0.855868, 0.856057, 0.856243, 0.856427, 0.856608, 0.856787, 0.856963, 0.857137, 0.857308, 0.857477, 0.857643, 0.857808, 0.85797, 0.85813, 0.858288, 0.858443, 0.858597, 0.858749, 0.858899, 0.859046, 0.859192, 0.859336, 0.859479, 0.859619, 0.859758, 0.859895, 0.86003, 0.860164, 0.860296, 0.860427, 0.860555, 0.860683, 0.860809, 0.860933, 0.861056, 0.861177, 0.861297, 0.861416, 0.861533, 0.861649, 0.861764, 0.861877, 0.86199, 0.8621, 0.86221, 0.862319, 0.862426, 0.862532, 0.862637, 0.862741, 0.862843, 0.862945, 0.863045, 0.863145, 0.863243, 0.863341, 0.863437, 0.863532, 0.863627, 0.86372, 0.863813, 0.863904, 0.863995, 0.864084, 0.864173, 0.864261, 0.864348, 0.864434, 0.86452, 
57, 0.333335, 0.407098, 0.461974, 0.504913, 0.539663, 0.568481, 0.592827, 0.613698, 0.631802, 0.647663, 0.661674, 0.674142, 0.685306, 0.695361, 0.704461, 0.712735, 0.72029, 0.727214, 0.733582, 0.739458, 0.744896, 0.749942, 0.754637, 0.759017, 0.763111, 0.766946, 0.770546, 0.773931, 0.777121, 0.78013, 0.782975, 0.785668, 0.788221, 0.790644, 0.792948, 0.795139, 0.797228, 0.79922, 0.801122, 0.80294, 0.804679, 0.806345, 0.807941, 0.809473, 0.810944, 0.812357, 0.813716, 0.815024, 0.816283, 0.817497, 0.818668, 0.819797, 0.820888, 0.821941, 0.82296, 0.823945, 0.824898, 0.825822, 0.826716, 0.827583, 0.828423, 0.829239, 0.83003, 0.830798, 0.831545, 0.83227, 0.832976, 0.833661, 0.834329, 0.834978, 0.835611, 0.836227, 0.836827, 0.837412, 0.837982, 0.838538, 0.839081, 0.83961, 0.840127, 0.840632, 0.841124, 0.841606, 0.842076, 0.842536, 0.842986, 0.843426, 0.843856, 0.844277, 0.844689, 0.845092, 0.845487, 0.845874, 0.846253, 0.846624, 0.846988, 0.847344, 0.847693, 0.848036, 0.848372, 0.848702, 0.849025, 0.849342, 0.849654, 0.84996, 0.85026, 0.850554, 0.850844, 0.851128, 0.851408, 0.851682, 0.851952, 0.852217, 0.852477, 0.852733, 0.852985, 0.853233, 0.853477, 0.853716, 0.853952, 0.854184, 0.854413, 0.854637, 0.854858, 0.855076, 0.855291, 0.855502, 0.85571, 0.855914, 0.856116, 0.856315, 0.856511, 0.856704, 0.856894, 0.857081, 0.857266, 0.857448, 0.857627, 0.857804, 0.857979, 0.858151, 0.858321, 0.858488, 0.858653, 0.858816, 0.858977, 0.859136, 0.859292, 0.859447, 0.859599, 0.85975, 0.859898, 0.860045, 0.86019, 0.860333, 0.860474, 0.860613, 0.860751, 0.860887, 0.861021, 0.861154, 0.861285, 0.861415, 0.861543, 0.861669, 0.861794, 0.861918, 0.86204, 0.86216, 0.86228, 0.862398, 0.862514, 0.862629, 0.862743, 0.862856, 0.862967, 0.863078, 0.863187, 0.863294, 0.863401, 0.863506, 0.863611, 0.863714, 0.863816, 0.863917, 0.864017, 0.864116, 0.864214, 0.864311, 0.864406, 0.864501, 0.864595, 0.864688, 0.86478, 0.864871, 0.864961, 0.865051, 0.865139, 0.865226, 0.865313, 0.865399, 
58, 0.333261, 0.407026, 0.461914, 0.504873, 0.539649, 0.568493, 0.592866, 0.613763, 0.631894, 0.64778, 0.661816, 0.674307, 0.685495, 0.695571, 0.704692, 0.712987, 0.720561, 0.727503, 0.733889, 0.739782, 0.745236, 0.750298, 0.755008, 0.759401, 0.763508, 0.767356, 0.770969, 0.774366, 0.777567, 0.780587, 0.783442, 0.786145, 0.788708, 0.79114, 0.793452, 0.795653, 0.797749, 0.799749, 0.801658, 0.803484, 0.80523, 0.806903, 0.808506, 0.810044, 0.811521, 0.81294, 0.814305, 0.815618, 0.816883, 0.818102, 0.819277, 0.820412, 0.821507, 0.822565, 0.823589, 0.824578, 0.825536, 0.826463, 0.827361, 0.828232, 0.829076, 0.829895, 0.83069, 0.831462, 0.832212, 0.832941, 0.833649, 0.834338, 0.835009, 0.835661, 0.836297, 0.836916, 0.837518, 0.838106, 0.838679, 0.839238, 0.839783, 0.840315, 0.840834, 0.841341, 0.841836, 0.84232, 0.842793, 0.843255, 0.843707, 0.844149, 0.844581, 0.845004, 0.845418, 0.845823, 0.84622, 0.846609, 0.846989, 0.847362, 0.847728, 0.848086, 0.848437, 0.848781, 0.849119, 0.84945, 0.849775, 0.850094, 0.850407, 0.850714, 0.851016, 0.851312, 0.851603, 0.851889, 0.852169, 0.852445, 0.852716, 0.852983, 0.853245, 0.853502, 0.853755, 0.854004, 0.854249, 0.85449, 0.854727, 0.85496, 0.855189, 0.855415, 0.855638, 0.855856, 0.856072, 0.856284, 0.856493, 0.856699, 0.856902, 0.857101, 0.857298, 0.857492, 0.857683, 0.857871, 0.858057, 0.85824, 0.85842, 0.858598, 0.858774, 0.858947, 0.859117, 0.859285, 0.859451, 0.859615, 0.859777, 0.859936, 0.860094, 0.860249, 0.860402, 0.860553, 0.860703, 0.86085, 0.860996, 0.861139, 0.861281, 0.861421, 0.86156, 0.861696, 0.861831, 0.861965, 0.862097, 0.862227, 0.862355, 0.862483, 0.862608, 0.862732, 0.862855, 0.862976, 0.863096, 0.863215, 0.863332, 0.863448, 0.863562, 0.863675, 0.863787, 0.863898, 0.864008, 0.864116, 0.864223, 0.864329, 0.864434, 0.864538, 0.86464, 0.864742, 0.864842, 0.864942, 0.86504, 0.865137, 0.865234, 0.865329, 0.865424, 0.865517, 0.865609, 0.865701, 0.865792, 0.865881, 0.86597, 0.866058, 0.866145, 0.866231, 
59, 0.333293, 0.407068, 0.461968, 0.50494, 0.53973, 0.56859, 0.59298, 0.613895, 0.632044, 0.647949, 0.662004, 0.674514, 0.68572, 0.695814, 0.704953, 0.713265, 0.720855, 0.727813, 0.734214, 0.740121, 0.745589, 0.750665, 0.755387, 0.759793, 0.763912, 0.767771, 0.771394, 0.774802, 0.778013, 0.781043, 0.783907, 0.786619, 0.78919, 0.79163, 0.79395, 0.796158, 0.798262, 0.800269, 0.802185, 0.804017, 0.80577, 0.807448, 0.809057, 0.810601, 0.812084, 0.813508, 0.814878, 0.816196, 0.817466, 0.81869, 0.81987, 0.821009, 0.822109, 0.823171, 0.824198, 0.825192, 0.826153, 0.827084, 0.827986, 0.82886, 0.829708, 0.830531, 0.831329, 0.832104, 0.832857, 0.833589, 0.8343, 0.834992, 0.835666, 0.836321, 0.836959, 0.83758, 0.838186, 0.838776, 0.839351, 0.839913, 0.84046, 0.840994, 0.841516, 0.842025, 0.842522, 0.843008, 0.843483, 0.843947, 0.844401, 0.844845, 0.845279, 0.845704, 0.84612, 0.846527, 0.846926, 0.847316, 0.847698, 0.848073, 0.84844, 0.8488, 0.849153, 0.849498, 0.849838, 0.85017, 0.850497, 0.850817, 0.851132, 0.85144, 0.851743, 0.852041, 0.852333, 0.85262, 0.852902, 0.853179, 0.853451, 0.853719, 0.853982, 0.854241, 0.854495, 0.854745, 0.854991, 0.855233, 0.855471, 0.855705, 0.855936, 0.856163, 0.856386, 0.856606, 0.856822, 0.857036, 0.857245, 0.857452, 0.857656, 0.857857, 0.858054, 0.858249, 0.858441, 0.85863, 0.858817, 0.859001, 0.859182, 0.859361, 0.859537, 0.859711, 0.859882, 0.860051, 0.860218, 0.860382, 0.860545, 0.860705, 0.860863, 0.861019, 0.861173, 0.861325, 0.861475, 0.861623, 0.861769, 0.861914, 0.862056, 0.862197, 0.862336, 0.862473, 0.862609, 0.862743, 0.862876, 0.863006, 0.863136, 0.863263, 0.86339, 0.863514, 0.863638, 0.86376, 0.86388, 0.863999, 0.864117, 0.864233, 0.864348, 0.864462, 0.864575, 0.864686, 0.864796, 0.864905, 0.865012, 0.865119, 0.865224, 0.865329, 0.865432, 0.865534, 0.865635, 0.865735, 0.865833, 0.865931, 0.866028, 0.866124, 0.866219, 0.866312, 0.866405, 0.866497, 0.866588, 0.866679, 0.866768, 0.866856, 0.866944, 0.86703, 
60, 0.333377, 0.407156, 0.462063, 0.505045, 0.539849, 0.568726, 0.593134, 0.614069, 0.632239, 0.648165, 0.662241, 0.674772, 0.685999, 0.696114, 0.705273, 0.713604, 0.721213, 0.728189, 0.734607, 0.740531, 0.746015, 0.751106, 0.755844, 0.760263, 0.764396, 0.768268, 0.771903, 0.775323, 0.778545, 0.781586, 0.784461, 0.787183, 0.789763, 0.792213, 0.794542, 0.796758, 0.798871, 0.800885, 0.802809, 0.804648, 0.806408, 0.808094, 0.809709, 0.81126, 0.812748, 0.814179, 0.815554, 0.816878, 0.818153, 0.819382, 0.820568, 0.821711, 0.822816, 0.823883, 0.824915, 0.825913, 0.826878, 0.827813, 0.828719, 0.829598, 0.830449, 0.831275, 0.832077, 0.832856, 0.833612, 0.834347, 0.835062, 0.835757, 0.836433, 0.837092, 0.837733, 0.838357, 0.838965, 0.839558, 0.840136, 0.8407, 0.84125, 0.841787, 0.842311, 0.842822, 0.843322, 0.84381, 0.844287, 0.844754, 0.84521, 0.845656, 0.846092, 0.846519, 0.846937, 0.847346, 0.847746, 0.848138, 0.848522, 0.848899, 0.849268, 0.849629, 0.849984, 0.850331, 0.850672, 0.851006, 0.851334, 0.851656, 0.851972, 0.852282, 0.852587, 0.852886, 0.853179, 0.853468, 0.853751, 0.854029, 0.854303, 0.854572, 0.854836, 0.855096, 0.855352, 0.855603, 0.85585, 0.856093, 0.856333, 0.856568, 0.8568, 0.857028, 0.857252, 0.857473, 0.857691, 0.857905, 0.858116, 0.858323, 0.858528, 0.85873, 0.858928, 0.859124, 0.859317, 0.859507, 0.859695, 0.859879, 0.860062, 0.860241, 0.860418, 0.860593, 0.860765, 0.860935, 0.861103, 0.861268, 0.861431, 0.861592, 0.861751, 0.861908, 0.862062, 0.862215, 0.862366, 0.862515, 0.862662, 0.862807, 0.86295, 0.863092, 0.863231, 0.863369, 0.863506, 0.86364, 0.863774, 0.863905, 0.864035, 0.864163, 0.86429, 0.864415, 0.864539, 0.864662, 0.864783, 0.864903, 0.865021, 0.865138, 0.865254, 0.865368, 0.865481, 0.865593, 0.865703, 0.865813, 0.865921, 0.866028, 0.866134, 0.866239, 0.866342, 0.866445, 0.866546, 0.866647, 0.866746, 0.866844, 0.866942, 0.867038, 0.867133, 0.867227, 0.867321, 0.867413, 0.867505, 0.867595, 0.867685, 0.867774, 0.867862, 0.867949, 
61, 0.333358, 0.407149, 0.462065, 0.50506, 0.539879, 0.568774, 0.593203, 0.614159, 0.632351, 0.6483, 0.662399, 0.674953, 0.686202, 0.696338, 0.705519, 0.71387, 0.721499, 0.728495, 0.734931, 0.740873, 0.746374, 0.751481, 0.756234, 0.760669, 0.764816, 0.768702, 0.772351, 0.775783, 0.779017, 0.782069, 0.784955, 0.787688, 0.790279, 0.792738, 0.795077, 0.797302, 0.799423, 0.801446, 0.803378, 0.805225, 0.806992, 0.808685, 0.810308, 0.811865, 0.81336, 0.814796, 0.816178, 0.817508, 0.818789, 0.820023, 0.821214, 0.822363, 0.823472, 0.824544, 0.82558, 0.826583, 0.827553, 0.828492, 0.829402, 0.830285, 0.83114, 0.83197, 0.832776, 0.833558, 0.834318, 0.835056, 0.835774, 0.836473, 0.837152, 0.837814, 0.838458, 0.839085, 0.839696, 0.840292, 0.840873, 0.841439, 0.841992, 0.842531, 0.843057, 0.843571, 0.844074, 0.844564, 0.845043, 0.845512, 0.84597, 0.846418, 0.846857, 0.847286, 0.847705, 0.848116, 0.848519, 0.848913, 0.849299, 0.849677, 0.850048, 0.850411, 0.850767, 0.851116, 0.851459, 0.851795, 0.852124, 0.852448, 0.852765, 0.853077, 0.853383, 0.853683, 0.853978, 0.854268, 0.854553, 0.854832, 0.855107, 0.855377, 0.855643, 0.855904, 0.856161, 0.856414, 0.856662, 0.856906, 0.857147, 0.857383, 0.857616, 0.857845, 0.858071, 0.858293, 0.858511, 0.858727, 0.858939, 0.859147, 0.859353, 0.859556, 0.859755, 0.859952, 0.860146, 0.860337, 0.860525, 0.860711, 0.860894, 0.861074, 0.861252, 0.861428, 0.861601, 0.861772, 0.86194, 0.862106, 0.86227, 0.862432, 0.862592, 0.862749, 0.862905, 0.863058, 0.86321, 0.863359, 0.863507, 0.863653, 0.863797, 0.863939, 0.864079, 0.864218, 0.864355, 0.864491, 0.864624, 0.864756, 0.864887, 0.865016, 0.865143, 0.865269, 0.865394, 0.865517, 0.865639, 0.865759, 0.865878, 0.865995, 0.866112, 0.866227, 0.86634, 0.866453, 0.866564, 0.866674, 0.866782, 0.86689, 0.866996, 0.867102, 0.867206, 0.867309, 0.867411, 0.867512, 0.867611, 0.86771, 0.867808, 0.867905, 0.868001, 0.868095, 0.868189, 0.868282, 0.868374, 0.868465, 0.868555, 0.868645, 0.868733, 0.86882, 
62, 0.333311, 0.407122, 0.462059, 0.505074, 0.539913, 0.568828, 0.593278, 0.614256, 0.63247, 0.648441, 0.662563, 0.67514, 0.686412, 0.696571, 0.705773, 0.714146, 0.721796, 0.728812, 0.735268, 0.741228, 0.746747, 0.751872, 0.756642, 0.761092, 0.765254, 0.769155, 0.772817, 0.776263, 0.77951, 0.782575, 0.785472, 0.788216, 0.790818, 0.793288, 0.795636, 0.797871, 0.800001, 0.802033, 0.803974, 0.805829, 0.807604, 0.809305, 0.810935, 0.812499, 0.814, 0.815444, 0.816832, 0.818168, 0.819455, 0.820695, 0.821891, 0.823045, 0.82416, 0.825237, 0.826278, 0.827285, 0.82826, 0.829204, 0.830119, 0.831005, 0.831865, 0.832699, 0.833508, 0.834294, 0.835058, 0.8358, 0.836521, 0.837223, 0.837906, 0.838571, 0.839218, 0.839848, 0.840462, 0.841061, 0.841645, 0.842214, 0.842769, 0.843311, 0.84384, 0.844357, 0.844861, 0.845354, 0.845836, 0.846307, 0.846767, 0.847218, 0.847658, 0.848089, 0.848511, 0.848924, 0.849329, 0.849725, 0.850112, 0.850493, 0.850865, 0.85123, 0.851588, 0.851939, 0.852283, 0.852621, 0.852952, 0.853277, 0.853596, 0.853909, 0.854217, 0.854519, 0.854815, 0.855106, 0.855392, 0.855674, 0.85595, 0.856221, 0.856488, 0.856751, 0.857009, 0.857263, 0.857512, 0.857758, 0.858, 0.858237, 0.858471, 0.858702, 0.858928, 0.859151, 0.859371, 0.859587, 0.8598, 0.86001, 0.860217, 0.860421, 0.860621, 0.860819, 0.861014, 0.861206, 0.861395, 0.861582, 0.861766, 0.861947, 0.862126, 0.862302, 0.862476, 0.862648, 0.862817, 0.862984, 0.863149, 0.863311, 0.863472, 0.86363, 0.863786, 0.863941, 0.864093, 0.864243, 0.864392, 0.864538, 0.864683, 0.864826, 0.864967, 0.865106, 0.865244, 0.86538, 0.865515, 0.865647, 0.865779, 0.865908, 0.866036, 0.866163, 0.866288, 0.866412, 0.866534, 0.866655, 0.866774, 0.866892, 0.867009, 0.867125, 0.867239, 0.867352, 0.867464, 0.867574, 0.867683, 0.867792, 0.867898, 0.868004, 0.868109, 0.868212, 0.868315, 0.868416, 0.868517, 0.868616, 0.868714, 0.868811, 0.868908, 0.869003, 0.869097, 0.869191, 0.869283, 0.869375, 0.869465, 0.869555, 0.869644, 0.869732, 
63, 0.33337, 0.407175, 0.462106, 0.505121, 0.539965, 0.56889, 0.593351, 0.614342, 0.632571, 0.648558, 0.662695, 0.675288, 0.686576, 0.696751, 0.705969, 0.714357, 0.722022, 0.729052, 0.735522, 0.741496, 0.747028, 0.752165, 0.756947, 0.761409, 0.765583, 0.769494, 0.773167, 0.776623, 0.779879, 0.782954, 0.78586, 0.788613, 0.791222, 0.793701, 0.796057, 0.798299, 0.800436, 0.802475, 0.804423, 0.806284, 0.808066, 0.809772, 0.811408, 0.812978, 0.814485, 0.815933, 0.817327, 0.818668, 0.819959, 0.821204, 0.822405, 0.823564, 0.824682, 0.825764, 0.826809, 0.82782, 0.828799, 0.829746, 0.830664, 0.831554, 0.832417, 0.833254, 0.834067, 0.834856, 0.835623, 0.836368, 0.837092, 0.837797, 0.838483, 0.83915, 0.8398, 0.840433, 0.841049, 0.84165, 0.842236, 0.842808, 0.843366, 0.84391, 0.844441, 0.84496, 0.845467, 0.845962, 0.846445, 0.846918, 0.847381, 0.847833, 0.848275, 0.848708, 0.849132, 0.849546, 0.849953, 0.85035, 0.85074, 0.851122, 0.851496, 0.851862, 0.852222, 0.852574, 0.85292, 0.853259, 0.853592, 0.853918, 0.854238, 0.854553, 0.854862, 0.855165, 0.855463, 0.855755, 0.856043, 0.856325, 0.856602, 0.856875, 0.857143, 0.857407, 0.857666, 0.857921, 0.858172, 0.858418, 0.858661, 0.8589, 0.859135, 0.859366, 0.859594, 0.859818, 0.860038, 0.860256, 0.86047, 0.860681, 0.860888, 0.861093, 0.861294, 0.861493, 0.861689, 0.861881, 0.862072, 0.862259, 0.862444, 0.862626, 0.862806, 0.862983, 0.863157, 0.86333, 0.8635, 0.863668, 0.863833, 0.863996, 0.864158, 0.864317, 0.864474, 0.864629, 0.864781, 0.864932, 0.865082, 0.865229, 0.865374, 0.865518, 0.865659, 0.8658, 0.865938, 0.866074, 0.866209, 0.866343, 0.866475, 0.866605, 0.866734, 0.866861, 0.866986, 0.867111, 0.867234, 0.867355, 0.867475, 0.867594, 0.867711, 0.867827, 0.867942, 0.868055, 0.868167, 0.868278, 0.868388, 0.868497, 0.868604, 0.868711, 0.868816, 0.86892, 0.869023, 0.869124, 0.869225, 0.869325, 0.869424, 0.869521, 0.869618, 0.869714, 0.869809, 0.869902, 0.869995, 0.870087, 0.870178, 0.870268, 0.870358, 0.870446, 
