DIM\Power, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 
25, 0.332893, 0.404923, 0.45829, 0.499744, 0.532967, 0.560205, 0.582932, 0.602169, 0.618648, 0.632911, 0.64537, 0.656339, 0.666066, 0.674747, 0.68254, 0.689571, 0.695946, 0.701752, 0.70706, 0.711931, 0.716416, 0.720559, 0.724398, 0.727963, 0.731284, 0.734385, 0.737286, 0.740005, 0.742561, 0.744965, 0.747233, 0.749375, 0.7514, 0.753319, 0.755139, 0.756868, 0.758513, 0.760079, 0.761572, 0.762997, 0.764359, 0.765661, 0.766907, 0.768102, 0.769247, 0.770347, 0.771403, 0.772418, 0.773395, 0.774336, 0.775242, 0.776116, 0.776959, 0.777773, 0.778559, 0.779319, 0.780054, 0.780765, 0.781453, 0.78212, 0.782766, 0.783393, 0.784001, 0.78459, 0.785163, 0.785719, 0.78626, 0.786785, 0.787296, 0.787793, 0.788277, 0.788748, 0.789206, 0.789653, 0.790089, 0.790513, 0.790927, 0.791331, 0.791725, 0.79211, 0.792486, 0.792853, 0.793211, 0.793561, 0.793903, 0.794238, 0.794565, 0.794886, 0.795199, 0.795505, 0.795805, 0.796099, 0.796387, 0.796669, 0.796945, 0.797215, 0.797481, 0.797741, 0.797995, 0.798245, 0.798491, 0.798731, 0.798967, 0.799199, 0.799426, 0.799649, 0.799869, 0.800084, 0.800295, 0.800503, 0.800707, 0.800908, 0.801105, 0.801299, 0.801489, 0.801676, 0.801861, 0.802042, 0.80222, 0.802395, 0.802568, 0.802738, 0.802905, 0.803069, 0.803231, 0.80339, 0.803547, 0.803702, 0.803854, 0.804004, 0.804152, 0.804298, 0.804441, 0.804582, 0.804722, 0.804859, 0.804994, 0.805128, 0.805259, 0.805389, 0.805517, 0.805643, 0.805768, 0.80589, 0.806012, 0.806131, 0.806249, 0.806365, 0.80648, 0.806593, 0.806705, 0.806816, 0.806925, 0.807032, 0.807139, 0.807244, 0.807347, 0.80745, 0.807551, 0.807651, 0.807749, 0.807847, 0.807943, 0.808038, 0.808132, 0.808225, 0.808317, 0.808408, 0.808497, 0.808586, 0.808674, 0.80876, 0.808846, 0.80893, 0.809014, 0.809097, 0.809179, 0.80926, 0.80934, 0.809419, 0.809498, 0.809575, 0.809652, 0.809728, 0.809803, 0.809877, 0.809951, 0.810023, 0.810095, 0.810166, 0.810237, 0.810307, 0.810376, 0.810444, 0.810512, 0.810579, 0.810645, 0.810711, 0.810776, 0.81084, 
26, 0.332952, 0.405051, 0.458483, 0.500017, 0.533336, 0.560681, 0.583521, 0.602871, 0.619461, 0.633832, 0.646393, 0.657459, 0.667278, 0.676044, 0.683917, 0.691023, 0.697468, 0.70334, 0.708709, 0.713637, 0.718177, 0.72237, 0.726256, 0.729867, 0.73323, 0.736371, 0.739309, 0.742065, 0.744654, 0.747091, 0.749389, 0.751559, 0.753612, 0.755558, 0.757403, 0.759156, 0.760824, 0.762412, 0.763926, 0.765371, 0.766751, 0.768072, 0.769336, 0.770548, 0.77171, 0.772825, 0.773897, 0.774927, 0.775918, 0.776872, 0.777792, 0.778679, 0.779534, 0.78036, 0.781157, 0.781929, 0.782674, 0.783396, 0.784094, 0.784771, 0.785427, 0.786063, 0.786679, 0.787278, 0.787859, 0.788424, 0.788972, 0.789506, 0.790024, 0.790529, 0.79102, 0.791498, 0.791963, 0.792417, 0.792859, 0.79329, 0.79371, 0.79412, 0.794521, 0.794911, 0.795292, 0.795665, 0.796029, 0.796384, 0.796732, 0.797072, 0.797404, 0.797729, 0.798047, 0.798358, 0.798663, 0.798961, 0.799253, 0.799539, 0.79982, 0.800094, 0.800364, 0.800628, 0.800886, 0.80114, 0.801389, 0.801633, 0.801873, 0.802108, 0.802339, 0.802566, 0.802788, 0.803007, 0.803222, 0.803433, 0.80364, 0.803844, 0.804044, 0.80424, 0.804434, 0.804624, 0.804811, 0.804995, 0.805176, 0.805354, 0.805529, 0.805702, 0.805872, 0.806039, 0.806203, 0.806365, 0.806524, 0.806681, 0.806836, 0.806988, 0.807138, 0.807286, 0.807432, 0.807575, 0.807717, 0.807856, 0.807994, 0.808129, 0.808263, 0.808395, 0.808524, 0.808653, 0.808779, 0.808904, 0.809027, 0.809148, 0.809268, 0.809386, 0.809503, 0.809618, 0.809731, 0.809844, 0.809954, 0.810064, 0.810172, 0.810278, 0.810383, 0.810487, 0.81059, 0.810691, 0.810792, 0.810891, 0.810988, 0.811085, 0.811181, 0.811275, 0.811368, 0.81146, 0.811551, 0.811641, 0.81173, 0.811818, 0.811905, 0.811991, 0.812076, 0.812161, 0.812244, 0.812326, 0.812407, 0.812488, 0.812567, 0.812646, 0.812724, 0.812801, 0.812877, 0.812953, 0.813028, 0.813101, 0.813175, 0.813247, 0.813318, 0.813389, 0.81346, 0.813529, 0.813598, 0.813666, 0.813733, 0.8138, 0.813866, 0.813931, 
27, 0.333053, 0.40528, 0.458818, 0.500455, 0.533879, 0.561329, 0.584273, 0.603727, 0.62042, 0.634889, 0.647545, 0.658701, 0.668604, 0.677451, 0.685399, 0.692577, 0.699089, 0.705023, 0.710451, 0.715435, 0.720027, 0.72427, 0.728202, 0.731856, 0.735261, 0.73844, 0.741416, 0.744206, 0.746829, 0.749297, 0.751626, 0.753825, 0.755905, 0.757876, 0.759747, 0.761523, 0.763214, 0.764823, 0.766358, 0.767823, 0.769223, 0.770562, 0.771844, 0.773073, 0.774251, 0.775382, 0.776469, 0.777514, 0.778519, 0.779487, 0.78042, 0.781319, 0.782187, 0.783024, 0.783834, 0.784616, 0.785372, 0.786105, 0.786813, 0.7875, 0.788165, 0.78881, 0.789436, 0.790044, 0.790633, 0.791206, 0.791763, 0.792304, 0.79283, 0.793342, 0.79384, 0.794326, 0.794798, 0.795258, 0.795707, 0.796144, 0.796571, 0.796987, 0.797393, 0.79779, 0.798177, 0.798555, 0.798924, 0.799285, 0.799638, 0.799982, 0.80032, 0.80065, 0.800972, 0.801288, 0.801598, 0.8019, 0.802197, 0.802487, 0.802772, 0.803051, 0.803324, 0.803592, 0.803855, 0.804112, 0.804365, 0.804613, 0.804856, 0.805095, 0.805329, 0.805559, 0.805785, 0.806007, 0.806225, 0.806439, 0.80665, 0.806857, 0.80706, 0.807259, 0.807456, 0.807649, 0.807839, 0.808026, 0.808209, 0.80839, 0.808568, 0.808743, 0.808915, 0.809085, 0.809252, 0.809416, 0.809578, 0.809737, 0.809894, 0.810049, 0.810201, 0.810351, 0.810499, 0.810645, 0.810789, 0.81093, 0.81107, 0.811207, 0.811343, 0.811477, 0.811609, 0.811739, 0.811867, 0.811994, 0.812119, 0.812242, 0.812363, 0.812483, 0.812602, 0.812719, 0.812834, 0.812948, 0.81306, 0.813171, 0.813281, 0.813389, 0.813496, 0.813602, 0.813706, 0.813809, 0.813911, 0.814011, 0.81411, 0.814208, 0.814305, 0.814401, 0.814496, 0.814589, 0.814682, 0.814773, 0.814864, 0.814953, 0.815041, 0.815129, 0.815215, 0.8153, 0.815385, 0.815468, 0.815551, 0.815633, 0.815714, 0.815794, 0.815873, 0.815951, 0.816028, 0.816105, 0.816181, 0.816256, 0.81633, 0.816403, 0.816476, 0.816548, 0.816619, 0.81669, 0.81676, 0.816829, 0.816897, 0.816965, 0.817032, 0.817098, 
28, 0.33303, 0.405369, 0.458997, 0.500714, 0.534216, 0.561745, 0.58477, 0.604305, 0.621077, 0.635625, 0.648356, 0.659585, 0.669558, 0.678471, 0.686482, 0.693719, 0.700287, 0.706274, 0.711753, 0.716785, 0.721422, 0.725707, 0.72968, 0.733373, 0.736814, 0.740028, 0.743036, 0.745858, 0.74851, 0.751007, 0.753362, 0.755587, 0.757692, 0.759687, 0.76158, 0.763378, 0.765089, 0.766719, 0.768272, 0.769756, 0.771173, 0.772529, 0.773827, 0.775071, 0.776265, 0.77741, 0.778511, 0.779569, 0.780587, 0.781568, 0.782513, 0.783424, 0.784303, 0.785152, 0.785972, 0.786764, 0.787531, 0.788272, 0.78899, 0.789686, 0.79036, 0.791014, 0.791648, 0.792264, 0.792861, 0.793442, 0.794006, 0.794554, 0.795088, 0.795607, 0.796112, 0.796603, 0.797082, 0.797549, 0.798004, 0.798447, 0.798879, 0.799301, 0.799713, 0.800115, 0.800507, 0.80089, 0.801264, 0.80163, 0.801988, 0.802337, 0.802679, 0.803014, 0.803341, 0.803661, 0.803975, 0.804282, 0.804582, 0.804877, 0.805165, 0.805448, 0.805725, 0.805997, 0.806263, 0.806524, 0.80678, 0.807032, 0.807278, 0.80752, 0.807758, 0.807991, 0.80822, 0.808445, 0.808666, 0.808883, 0.809097, 0.809306, 0.809512, 0.809715, 0.809914, 0.81011, 0.810302, 0.810492, 0.810678, 0.810861, 0.811042, 0.811219, 0.811394, 0.811566, 0.811735, 0.811902, 0.812066, 0.812227, 0.812387, 0.812543, 0.812698, 0.81285, 0.813, 0.813148, 0.813293, 0.813437, 0.813578, 0.813718, 0.813856, 0.813991, 0.814125, 0.814257, 0.814387, 0.814515, 0.814642, 0.814767, 0.81489, 0.815012, 0.815132, 0.815251, 0.815368, 0.815483, 0.815597, 0.81571, 0.815821, 0.81593, 0.816039, 0.816146, 0.816252, 0.816356, 0.816459, 0.816561, 0.816662, 0.816761, 0.81686, 0.816957, 0.817053, 0.817148, 0.817241, 0.817334, 0.817426, 0.817516, 0.817606, 0.817695, 0.817782, 0.817869, 0.817954, 0.818039, 0.818123, 0.818206, 0.818288, 0.818369, 0.818449, 0.818528, 0.818607, 0.818684, 0.818761, 0.818837, 0.818913, 0.818987, 0.819061, 0.819134, 0.819206, 0.819278, 0.819348, 0.819419, 0.819488, 0.819557, 0.819625, 0.819692, 
29, 0.333085, 0.405505, 0.459219, 0.501025, 0.534619, 0.562243, 0.585364, 0.604993, 0.621859, 0.636496, 0.649314, 0.660625, 0.670676, 0.679662, 0.687742, 0.695044, 0.701674, 0.707718, 0.713251, 0.718334, 0.723018, 0.727349, 0.731364, 0.735097, 0.738576, 0.741826, 0.744868, 0.747722, 0.750405, 0.752931, 0.755313, 0.757564, 0.759695, 0.761713, 0.763629, 0.765449, 0.767181, 0.76883, 0.770403, 0.771904, 0.773339, 0.774712, 0.776026, 0.777286, 0.778494, 0.779654, 0.780769, 0.781841, 0.782872, 0.783865, 0.784822, 0.785744, 0.786635, 0.787494, 0.788325, 0.789127, 0.789904, 0.790655, 0.791383, 0.792087, 0.79277, 0.793433, 0.794075, 0.794698, 0.795304, 0.795892, 0.796463, 0.797019, 0.797559, 0.798085, 0.798597, 0.799095, 0.79958, 0.800053, 0.800514, 0.800963, 0.801401, 0.801828, 0.802245, 0.802653, 0.80305, 0.803438, 0.803818, 0.804188, 0.804551, 0.804905, 0.805251, 0.80559, 0.805922, 0.806246, 0.806564, 0.806875, 0.80718, 0.807478, 0.80777, 0.808057, 0.808338, 0.808613, 0.808883, 0.809148, 0.809407, 0.809662, 0.809912, 0.810157, 0.810398, 0.810635, 0.810867, 0.811095, 0.811319, 0.811539, 0.811755, 0.811967, 0.812176, 0.812381, 0.812583, 0.812782, 0.812977, 0.813169, 0.813358, 0.813543, 0.813726, 0.813906, 0.814083, 0.814257, 0.814429, 0.814598, 0.814764, 0.814928, 0.815089, 0.815248, 0.815405, 0.815559, 0.815711, 0.815861, 0.816008, 0.816154, 0.816297, 0.816439, 0.816578, 0.816716, 0.816851, 0.816985, 0.817117, 0.817247, 0.817375, 0.817502, 0.817627, 0.81775, 0.817872, 0.817992, 0.818111, 0.818228, 0.818343, 0.818458, 0.81857, 0.818681, 0.818791, 0.8189, 0.819007, 0.819113, 0.819217, 0.819321, 0.819423, 0.819524, 0.819623, 0.819722, 0.819819, 0.819915, 0.82001, 0.820104, 0.820197, 0.820289, 0.82038, 0.82047, 0.820559, 0.820646, 0.820733, 0.820819, 0.820904, 0.820988, 0.821071, 0.821153, 0.821235, 0.821315, 0.821395, 0.821473, 0.821551, 0.821628, 0.821705, 0.82178, 0.821855, 0.821929, 0.822002, 0.822075, 0.822146, 0.822218, 0.822288, 0.822358, 0.822426, 0.822495, 
30, 0.333165, 0.405655, 0.459445, 0.501337, 0.535024, 0.562744, 0.585962, 0.605689, 0.622649, 0.637377, 0.650281, 0.661673, 0.6718, 0.680859, 0.689007, 0.696372, 0.703061, 0.709162, 0.714747, 0.719878, 0.724609, 0.728984, 0.73304, 0.736812, 0.740327, 0.743612, 0.746687, 0.749572, 0.752284, 0.754838, 0.757248, 0.759524, 0.761679, 0.763721, 0.765658, 0.767499, 0.769251, 0.77092, 0.772511, 0.774031, 0.775483, 0.776872, 0.778202, 0.779477, 0.7807, 0.781874, 0.783002, 0.784087, 0.78513, 0.786136, 0.787104, 0.788038, 0.78894, 0.78981, 0.790651, 0.791463, 0.79225, 0.79301, 0.793747, 0.79446, 0.795152, 0.795822, 0.796473, 0.797104, 0.797717, 0.798313, 0.798892, 0.799454, 0.800002, 0.800534, 0.801052, 0.801557, 0.802048, 0.802527, 0.802994, 0.803448, 0.803892, 0.804325, 0.804748, 0.80516, 0.805563, 0.805956, 0.80634, 0.806715, 0.807082, 0.807441, 0.807792, 0.808135, 0.808471, 0.8088, 0.809122, 0.809437, 0.809746, 0.810048, 0.810344, 0.810634, 0.810919, 0.811197, 0.811471, 0.811739, 0.812002, 0.81226, 0.812513, 0.812762, 0.813006, 0.813246, 0.813481, 0.813712, 0.813939, 0.814162, 0.814381, 0.814596, 0.814807, 0.815015, 0.81522, 0.815421, 0.815619, 0.815813, 0.816004, 0.816193, 0.816378, 0.81656, 0.816739, 0.816916, 0.81709, 0.817261, 0.817429, 0.817595, 0.817759, 0.81792, 0.818079, 0.818235, 0.818389, 0.818541, 0.81869, 0.818838, 0.818983, 0.819126, 0.819268, 0.819407, 0.819544, 0.81968, 0.819813, 0.819945, 0.820075, 0.820204, 0.82033, 0.820455, 0.820579, 0.8207, 0.82082, 0.820939, 0.821056, 0.821172, 0.821286, 0.821399, 0.82151, 0.82162, 0.821729, 0.821836, 0.821942, 0.822046, 0.82215, 0.822252, 0.822353, 0.822453, 0.822551, 0.822649, 0.822745, 0.82284, 0.822935, 0.823028, 0.82312, 0.823211, 0.823301, 0.82339, 0.823478, 0.823565, 0.823651, 0.823736, 0.82382, 0.823903, 0.823986, 0.824067, 0.824148, 0.824228, 0.824307, 0.824385, 0.824462, 0.824539, 0.824614, 0.824689, 0.824764, 0.824837, 0.82491, 0.824982, 0.825053, 0.825124, 0.825194, 0.825263, 
31, 0.332992, 0.40557, 0.459446, 0.501425, 0.535203, 0.563016, 0.586328, 0.606147, 0.623195, 0.63801, 0.650995, 0.662464, 0.672664, 0.681791, 0.690002, 0.697428, 0.704173, 0.710326, 0.715961, 0.721139, 0.725914, 0.730329, 0.734424, 0.738233, 0.741783, 0.7451, 0.748206, 0.751121, 0.753861, 0.756441, 0.758876, 0.761176, 0.763354, 0.765417, 0.767376, 0.769237, 0.771008, 0.772695, 0.774304, 0.77584, 0.777308, 0.778712, 0.780057, 0.781346, 0.782583, 0.78377, 0.784911, 0.786008, 0.787064, 0.78808, 0.78906, 0.790005, 0.790917, 0.791797, 0.792647, 0.79347, 0.794265, 0.795034, 0.795779, 0.796501, 0.797201, 0.797879, 0.798537, 0.799176, 0.799796, 0.800399, 0.800985, 0.801554, 0.802108, 0.802646, 0.803171, 0.803681, 0.804178, 0.804663, 0.805135, 0.805595, 0.806044, 0.806482, 0.80691, 0.807327, 0.807735, 0.808133, 0.808521, 0.808901, 0.809273, 0.809636, 0.809991, 0.810339, 0.810678, 0.811011, 0.811337, 0.811656, 0.811968, 0.812274, 0.812574, 0.812867, 0.813155, 0.813438, 0.813714, 0.813986, 0.814252, 0.814513, 0.814769, 0.815021, 0.815268, 0.81551, 0.815748, 0.815982, 0.816212, 0.816438, 0.816659, 0.816877, 0.817091, 0.817302, 0.817509, 0.817712, 0.817912, 0.818109, 0.818303, 0.818493, 0.818681, 0.818865, 0.819047, 0.819226, 0.819402, 0.819575, 0.819745, 0.819913, 0.820079, 0.820242, 0.820402, 0.820561, 0.820717, 0.82087, 0.821022, 0.821171, 0.821318, 0.821463, 0.821606, 0.821747, 0.821886, 0.822023, 0.822159, 0.822292, 0.822424, 0.822554, 0.822682, 0.822808, 0.822933, 0.823056, 0.823178, 0.823298, 0.823417, 0.823534, 0.823649, 0.823763, 0.823876, 0.823987, 0.824097, 0.824206, 0.824313, 0.824419, 0.824524, 0.824627, 0.82473, 0.824831, 0.82493, 0.825029, 0.825127, 0.825223, 0.825318, 0.825413, 0.825506, 0.825598, 0.825689, 0.825779, 0.825868, 0.825956, 0.826043, 0.826129, 0.826215, 0.826299, 0.826382, 0.826465, 0.826547, 0.826627, 0.826707, 0.826787, 0.826865, 0.826942, 0.827019, 0.827095, 0.82717, 0.827244, 0.827318, 0.827391, 0.827463, 0.827535, 0.827605, 0.827675, 
32, 0.333063, 0.405707, 0.459643, 0.501686, 0.535531, 0.563416, 0.5868, 0.606692, 0.623813, 0.638697, 0.651749, 0.663282, 0.673543, 0.682727, 0.690994, 0.69847, 0.705264, 0.711463, 0.717141, 0.72236, 0.727173, 0.731624, 0.735754, 0.739595, 0.743176, 0.746522, 0.749656, 0.752597, 0.755362, 0.757967, 0.760424, 0.762746, 0.764944, 0.767028, 0.769005, 0.770885, 0.772673, 0.774376, 0.776001, 0.777553, 0.779036, 0.780454, 0.781813, 0.783115, 0.784365, 0.785564, 0.786717, 0.787825, 0.788892, 0.789919, 0.790909, 0.791864, 0.792785, 0.793675, 0.794534, 0.795365, 0.796169, 0.796946, 0.7977, 0.798429, 0.799136, 0.799822, 0.800487, 0.801133, 0.80176, 0.802369, 0.802961, 0.803536, 0.804096, 0.804641, 0.805171, 0.805687, 0.80619, 0.80668, 0.807157, 0.807622, 0.808076, 0.808519, 0.808951, 0.809373, 0.809785, 0.810188, 0.810581, 0.810965, 0.811341, 0.811708, 0.812067, 0.812418, 0.812762, 0.813098, 0.813428, 0.81375, 0.814066, 0.814375, 0.814679, 0.814976, 0.815267, 0.815552, 0.815832, 0.816107, 0.816376, 0.81664, 0.816899, 0.817154, 0.817403, 0.817649, 0.817889, 0.818126, 0.818358, 0.818586, 0.818811, 0.819031, 0.819247, 0.81946, 0.81967, 0.819876, 0.820078, 0.820277, 0.820473, 0.820666, 0.820855, 0.821042, 0.821225, 0.821406, 0.821584, 0.821759, 0.821932, 0.822102, 0.822269, 0.822434, 0.822597, 0.822757, 0.822914, 0.82307, 0.823223, 0.823374, 0.823523, 0.823669, 0.823814, 0.823957, 0.824097, 0.824236, 0.824373, 0.824508, 0.824641, 0.824773, 0.824902, 0.82503, 0.825157, 0.825281, 0.825404, 0.825526, 0.825646, 0.825764, 0.825881, 0.825997, 0.826111, 0.826223, 0.826334, 0.826444, 0.826553, 0.82666, 0.826766, 0.826871, 0.826974, 0.827076, 0.827177, 0.827277, 0.827376, 0.827473, 0.82757, 0.827665, 0.827759, 0.827852, 0.827945, 0.828036, 0.828126, 0.828215, 0.828303, 0.82839, 0.828477, 0.828562, 0.828646, 0.82873, 0.828812, 0.828894, 0.828975, 0.829055, 0.829134, 0.829213, 0.82929, 0.829367, 0.829443, 0.829518, 0.829593, 0.829667, 0.82974, 0.829812, 0.829883, 0.829954, 
33, 0.333136, 0.405857, 0.459847, 0.501941, 0.535841, 0.563784, 0.587233, 0.60719, 0.624378, 0.639327, 0.652443, 0.664038, 0.674358, 0.683598, 0.691917, 0.699443, 0.706283, 0.712526, 0.718245, 0.723503, 0.728353, 0.73284, 0.737002, 0.740874, 0.744484, 0.747858, 0.751019, 0.753985, 0.756773, 0.759401, 0.761879, 0.764222, 0.76644, 0.768542, 0.770537, 0.772434, 0.774238, 0.775958, 0.777598, 0.779164, 0.780661, 0.782093, 0.783464, 0.784779, 0.78604, 0.787251, 0.788415, 0.789534, 0.790611, 0.791648, 0.792648, 0.793612, 0.794543, 0.795441, 0.796309, 0.797148, 0.79796, 0.798745, 0.799506, 0.800243, 0.800957, 0.80165, 0.802322, 0.802974, 0.803607, 0.804223, 0.804821, 0.805402, 0.805968, 0.806518, 0.807053, 0.807575, 0.808083, 0.808578, 0.80906, 0.80953, 0.809989, 0.810437, 0.810873, 0.8113, 0.811716, 0.812123, 0.81252, 0.812908, 0.813288, 0.813659, 0.814022, 0.814377, 0.814724, 0.815064, 0.815397, 0.815723, 0.816042, 0.816355, 0.816661, 0.816961, 0.817255, 0.817544, 0.817827, 0.818104, 0.818376, 0.818643, 0.818905, 0.819163, 0.819415, 0.819663, 0.819906, 0.820145, 0.82038, 0.820611, 0.820837, 0.82106, 0.821279, 0.821494, 0.821706, 0.821914, 0.822119, 0.82232, 0.822518, 0.822713, 0.822904, 0.823093, 0.823279, 0.823461, 0.823641, 0.823818, 0.823993, 0.824165, 0.824334, 0.824501, 0.824665, 0.824827, 0.824986, 0.825143, 0.825298, 0.825451, 0.825601, 0.82575, 0.825896, 0.82604, 0.826182, 0.826323, 0.826461, 0.826597, 0.826732, 0.826865, 0.826996, 0.827126, 0.827253, 0.827379, 0.827504, 0.827627, 0.827748, 0.827868, 0.827986, 0.828102, 0.828218, 0.828332, 0.828444, 0.828555, 0.828665, 0.828773, 0.82888, 0.828986, 0.829091, 0.829194, 0.829296, 0.829397, 0.829497, 0.829596, 0.829693, 0.82979, 0.829885, 0.829979, 0.830072, 0.830164, 0.830256, 0.830346, 0.830435, 0.830523, 0.83061, 0.830696, 0.830782, 0.830866, 0.83095, 0.831032, 0.831114, 0.831195, 0.831275, 0.831355, 0.831433, 0.831511, 0.831588, 0.831664, 0.831739, 0.831814, 0.831887, 0.83196, 0.832033, 0.832105, 
34, 0.333204, 0.406014, 0.460068, 0.502218, 0.536173, 0.564174, 0.58768, 0.607695, 0.62494, 0.639946, 0.653116, 0.664764, 0.675133, 0.684421, 0.692785, 0.700354, 0.707235, 0.713517, 0.719272, 0.724565, 0.729447, 0.733965, 0.738157, 0.742057, 0.745694, 0.749093, 0.752277, 0.755266, 0.758077, 0.760725, 0.763224, 0.765586, 0.767821, 0.769941, 0.771953, 0.773865, 0.775685, 0.777419, 0.779073, 0.780652, 0.782162, 0.783607, 0.78499, 0.786317, 0.787589, 0.788811, 0.789985, 0.791114, 0.792201, 0.793248, 0.794257, 0.79523, 0.796168, 0.797075, 0.797951, 0.798798, 0.799617, 0.80041, 0.801178, 0.801922, 0.802643, 0.803342, 0.80402, 0.804679, 0.805318, 0.805939, 0.806543, 0.80713, 0.807701, 0.808256, 0.808797, 0.809323, 0.809836, 0.810336, 0.810823, 0.811298, 0.811761, 0.812213, 0.812654, 0.813084, 0.813505, 0.813915, 0.814317, 0.814709, 0.815092, 0.815467, 0.815833, 0.816192, 0.816543, 0.816886, 0.817222, 0.817551, 0.817874, 0.818189, 0.818499, 0.818802, 0.819099, 0.819391, 0.819676, 0.819957, 0.820231, 0.820501, 0.820766, 0.821026, 0.821281, 0.821531, 0.821777, 0.822018, 0.822255, 0.822488, 0.822717, 0.822942, 0.823163, 0.823381, 0.823595, 0.823805, 0.824012, 0.824215, 0.824415, 0.824612, 0.824805, 0.824996, 0.825183, 0.825368, 0.82555, 0.825729, 0.825905, 0.826079, 0.82625, 0.826418, 0.826584, 0.826747, 0.826908, 0.827067, 0.827224, 0.827378, 0.82753, 0.82768, 0.827828, 0.827973, 0.828117, 0.828259, 0.828399, 0.828536, 0.828673, 0.828807, 0.828939, 0.82907, 0.829199, 0.829326, 0.829452, 0.829576, 0.829699, 0.82982, 0.829939, 0.830057, 0.830174, 0.830289, 0.830402, 0.830514, 0.830625, 0.830735, 0.830843, 0.83095, 0.831056, 0.83116, 0.831263, 0.831365, 0.831466, 0.831566, 0.831664, 0.831762, 0.831858, 0.831953, 0.832047, 0.832141, 0.832233, 0.832324, 0.832414, 0.832503, 0.832591, 0.832678, 0.832764, 0.83285, 0.832934, 0.833018, 0.8331, 0.833182, 0.833263, 0.833343, 0.833422, 0.833501, 0.833579, 0.833655, 0.833732, 0.833807, 0.833882, 0.833955, 0.834029, 0.834101, 
35, 0.333235, 0.406127, 0.460248, 0.502453, 0.536457, 0.564505, 0.588059, 0.608122, 0.625415, 0.640468, 0.653685, 0.665377, 0.67579, 0.68512, 0.693524, 0.701132, 0.70805, 0.714366, 0.720155, 0.725479, 0.730391, 0.734937, 0.739156, 0.743082, 0.746743, 0.750166, 0.753373, 0.756383, 0.759214, 0.761881, 0.764398, 0.766777, 0.76903, 0.771166, 0.773193, 0.77512, 0.776955, 0.778702, 0.78037, 0.781962, 0.783484, 0.78494, 0.786335, 0.787672, 0.788955, 0.790187, 0.791371, 0.79251, 0.793606, 0.794662, 0.795679, 0.796661, 0.797608, 0.798522, 0.799406, 0.80026, 0.801087, 0.801886, 0.802661, 0.803411, 0.804139, 0.804844, 0.805529, 0.806193, 0.806838, 0.807465, 0.808074, 0.808666, 0.809242, 0.809803, 0.810349, 0.81088, 0.811397, 0.811902, 0.812393, 0.812872, 0.81334, 0.813796, 0.814241, 0.814676, 0.8151, 0.815514, 0.815919, 0.816315, 0.816702, 0.81708, 0.81745, 0.817812, 0.818166, 0.818513, 0.818852, 0.819184, 0.81951, 0.819828, 0.820141, 0.820447, 0.820747, 0.821041, 0.821329, 0.821612, 0.82189, 0.822162, 0.822429, 0.822691, 0.822949, 0.823202, 0.82345, 0.823694, 0.823933, 0.824168, 0.824399, 0.824627, 0.82485, 0.825069, 0.825285, 0.825497, 0.825706, 0.825911, 0.826113, 0.826312, 0.826508, 0.8267, 0.826889, 0.827076, 0.827259, 0.82744, 0.827618, 0.827793, 0.827966, 0.828136, 0.828303, 0.828468, 0.828631, 0.828791, 0.828949, 0.829105, 0.829259, 0.82941, 0.829559, 0.829706, 0.829851, 0.829995, 0.830136, 0.830275, 0.830412, 0.830548, 0.830682, 0.830814, 0.830944, 0.831073, 0.8312, 0.831325, 0.831449, 0.831571, 0.831691, 0.831811, 0.831928, 0.832044, 0.832159, 0.832272, 0.832384, 0.832495, 0.832604, 0.832712, 0.832819, 0.832925, 0.833029, 0.833132, 0.833234, 0.833334, 0.833434, 0.833532, 0.833629, 0.833726, 0.833821, 0.833915, 0.834008, 0.8341, 0.834191, 0.834281, 0.83437, 0.834458, 0.834545, 0.834631, 0.834716, 0.8348, 0.834884, 0.834967, 0.835048, 0.835129, 0.835209, 0.835289, 0.835367, 0.835445, 0.835522, 0.835598, 0.835673, 0.835748, 0.835822, 0.835895, 
